frame,cls,id,team,x,y,group
109,0,0,2,9774,-540,1
110,0,0,2,9774,-540,1
111,0,0,2,9774,-540,1
112,0,0,2,9774,-540,1
113,0,0,2,9774,-540,1
114,0,0,2,9774,-540,1
115,0,0,2,9774,-540,1
116,0,0,2,9774,-540,1
117,0,0,2,9774,-540,1
118,0,0,2,9774,-540,1
119,0,0,2,9774,-540,1
120,0,0,2,9774,-540,1
121,0,0,2,9792,-539,1
122,0,0,0,7821,-1967,1
122,0,0,2,9792,-539,1
123,0,0,0,8085,-1948,1
123,0,0,2,9792,-539,1
124,0,0,0,8065,-1951,1
124,0,0,2,9792,-539,1
125,0,0,0,8044,-1953,1
125,0,0,2,9807,-560,1
126,0,0,0,7853,-1963,1
126,0,0,2,9831,-591,1
127,0,0,0,7885,-1960,1
127,0,0,2,9831,-591,1
128,0,0,0,7864,-1962,1
128,0,0,2,9831,-591,1
129,0,0,0,7863,-1973,1
129,0,0,2,9823,-581,1
130,0,0,0,7906,-1968,1
130,0,0,2,9807,-560,1
131,0,0,0,7917,-1967,1
131,0,0,2,9799,-550,1
132,0,0,0,7917,-1967,1
132,0,0,2,9799,-550,1
133,0,0,0,7874,-1961,1
133,0,0,2,9792,-539,1
134,0,0,0,7906,-1958,1
134,0,0,2,9792,-539,1
135,0,0,0,7928,-1955,1
135,0,0,2,9792,-539,1
136,0,0,0,7970,-1950,1
136,0,0,2,9799,-550,1
137,0,0,0,8002,-1936,1
137,0,0,2,9799,-550,1
138,0,0,0,8012,-1946,1
138,0,0,2,9799,-550,1
139,0,0,0,8033,-1943,1
139,0,0,2,9792,-539,1
140,0,0,0,8054,-1941,1
140,0,0,2,9799,-550,1
141,0,0,0,8076,-1928,1
141,0,0,2,9792,-539,1
142,0,0,0,8149,-1920,1
142,0,0,2,9792,-539,1
143,0,0,0,8230,-1932,1
143,0,0,2,9792,-539,1
144,0,0,0,8251,-1919,1
144,0,0,2,9792,-539,1
145,0,0,0,8312,-1923,1
145,0,0,2,9792,-539,1
146,0,0,0,8333,-1899,1
146,0,0,2,9792,-539,1
147,0,0,0,8353,-1897,1
147,0,0,2,9792,-539,1
148,0,0,2,8394,-1893,1
148,0,0,2,9792,-539,1
149,0,0,1,8444,-1887,1
149,0,0,2,9792,-539,1
150,0,0,1,8443,-1898,1
150,0,0,2,9792,-539,1
151,0,0,0,8603,-1859,1
151,0,0,2,9799,-550,1
152,0,0,0,8689,-1881,1
152,0,0,2,9799,-550,1
153,0,0,2,8766,-1872,1
153,0,0,2,9799,-550,1
154,0,0,1,8880,-1870,1
154,0,0,2,9799,-550,1
155,0,0,2,8955,-1861,1
155,0,0,2,9799,-550,1
156,0,0,2,8966,-1840,1
156,0,0,2,9799,-550,1
157,0,0,2,9096,-1815,1
157,0,0,2,9799,-550,1
158,0,0,2,9159,-1828,1
158,0,0,2,9799,-550,1
159,0,0,1,9188,-1805,1
159,0,0,2,9799,-550,1
160,0,0,1,9366,-1815,1
160,0,0,2,9799,-550,1
161,0,0,0,9463,-1794,1
161,0,0,2,9799,-550,1
162,0,0,1,9544,-1756,1
162,0,0,2,9808,-549,1
163,0,0,2,9571,-1743,1
163,0,0,2,9808,-549,1
164,0,0,0,9656,-1753,1
164,0,0,2,9792,-539,1
165,0,0,0,9690,-1750,1
165,0,0,2,9800,-539,1
166,0,0,0,9743,-1724,1
166,0,0,2,9801,-528,1
167,0,0,0,9882,-1748,1
167,0,0,2,9754,-465,1
168,0,0,1,10152,-1698,1
169,0,0,0,10185,-1610,1
170,0,0,0,10271,-1685,1
171,0,0,0,10326,-1679,1
171,0,0,2,9738,-444,1
172,0,0,0,10411,-1679,1
172,0,0,2,9792,-529,1
173,0,0,2,10457,-1674,1
174,0,0,2,10527,-1657,1
175,0,0,2,10559,-1635,1
176,0,0,2,10612,-1629,1
177,0,0,1,10641,-1635,1
178,0,0,0,9490,-1791,1
178,0,0,2,10809,-1635,1
179,0,0,0,9689,-499,1
179,0,0,1,10845,-1631,1
180,0,0,2,9567,-557,1
180,0,0,2,10952,-1628,1
181,0,0,2,9782,-550,1
181,0,0,1,10937,-1630,1
182,0,0,2,9844,-538,1
182,0,0,1,10940,-1611,1
183,0,0,2,9792,-539,1
183,0,0,1,11010,-1613,1
184,0,0,2,9765,-540,1
184,0,0,1,11099,-1620,1
185,0,0,2,9748,-530,1
185,0,0,1,11127,-1617,1
186,0,0,2,9767,-519,1
186,0,0,1,11355,-1574,1
187,0,0,2,9767,-519,1
187,0,0,1,11453,-1581,1
188,0,0,2,9775,-529,1
188,0,0,1,11492,-1576,1
189,0,0,2,9775,-529,1
189,0,0,1,11519,-1573,1
190,0,0,2,9776,-518,1
190,0,0,1,11525,-1572,1
191,0,0,2,9766,-529,1
191,0,0,1,11554,-1552,1
192,0,0,2,9767,-519,1
192,0,0,1,11571,-1567,1
193,0,0,0,8861,-1872,1
193,0,0,2,9767,-519,1
193,0,0,1,11577,-1567,1
194,0,0,0,8842,-1874,1
194,0,0,2,9750,-508,1
194,0,0,1,11616,-1562,1
195,0,0,0,8823,-1866,1
195,0,0,2,9750,-508,1
195,0,0,1,11538,-1571,1
196,0,0,2,9767,-519,1
196,0,0,1,11525,-1572,1
197,0,0,0,8718,-1867,1
197,0,0,2,9750,-508,1
197,0,0,1,11551,-1569,1
198,0,0,0,8718,-1867,1
198,0,0,2,9768,-508,1
198,0,0,1,11571,-1567,1
199,0,0,0,8717,-1888,1
199,0,0,2,9768,-508,1
199,0,0,1,11625,-1544,1
200,0,0,0,8699,-1869,1
200,0,0,2,9776,-518,1
200,0,0,2,11640,-1534,1
201,0,0,0,8642,-1855,1
201,0,0,2,9767,-519,1
201,0,0,1,11633,-1535,1
202,0,0,0,8603,-1859,1
202,0,0,2,9758,-519,1
202,0,0,1,11673,-1522,1
203,0,0,2,9758,-519,1
203,0,0,1,11670,-1539,1
204,0,0,2,8503,-1891,1
204,0,0,2,9775,-529,1
204,0,0,1,11660,-1523,1
205,0,0,2,8443,-1898,1
205,0,0,2,9766,-529,1
205,0,0,1,11677,-1538,1
206,0,0,2,8414,-1891,1
206,0,0,2,9766,-529,1
206,0,0,1,11660,-1523,1
207,0,0,2,8403,-1902,1
207,0,0,2,9767,-519,1
207,0,0,1,11656,-1507,1
208,0,0,2,8393,-1914,1
208,0,0,2,9766,-529,1
208,0,0,1,11667,-1523,1
209,0,0,2,8353,-1897,1
209,0,0,2,9775,-529,1
209,0,0,1,11667,-1523,1
210,0,0,2,8303,-1892,1
210,0,0,2,9758,-519,1
210,0,0,2,11664,-1540,1
211,0,0,2,8262,-1897,1
211,0,0,0,7862,-1082,1
211,0,0,2,9790,-561,1
211,0,0,2,11607,-1538,1
212,0,0,2,8303,-1903,1
212,0,0,2,9791,-550,1
212,0,0,0,11573,-1507,1
213,0,0,1,8283,-1894,1
213,0,0,2,9791,-550,1
213,0,0,0,11563,-1491,1
214,0,0,2,8272,-1895,1
214,0,0,2,9791,-550,1
214,0,0,0,11584,-1523,1
215,0,0,1,8312,-1923,1
215,0,0,2,9791,-550,1
215,0,0,0,11554,-1509,1
216,0,0,1,8312,-1912,1
216,0,0,2,9799,-560,1
216,0,0,0,11497,-1455,1
217,0,0,2,8302,-1914,1
217,0,0,2,9799,-560,1
217,0,0,0,11497,-1455,1
218,0,0,2,8313,-1891,1
218,0,0,2,9799,-560,1
218,0,0,0,11497,-1498,1
219,0,0,1,8343,-1909,1
219,0,0,2,9799,-560,1
219,0,0,0,11495,-1516,1
220,0,0,2,8333,-1899,1
220,0,0,2,9807,-560,1
220,0,0,0,11469,-1510,1
221,0,0,0,8373,-1916,1
221,0,0,2,9807,-560,1
221,0,0,0,11485,-1534,1
222,0,0,0,8373,-1916,1
222,0,0,2,9799,-550,1
222,0,0,0,11479,-1535,1
223,0,0,0,8393,-1914,1
223,0,0,2,9807,-560,1
223,0,0,0,11479,-1535,1
224,0,0,1,8403,-1913,1
224,0,0,2,9807,-560,1
224,0,0,0,11479,-1535,1
225,0,0,1,8423,-1911,1
225,0,0,2,9799,-550,1
225,0,0,0,11484,-1543,1
226,0,0,2,8413,-1912,1
226,0,0,2,9792,-539,1
226,0,0,0,11479,-1535,1
227,0,0,2,8423,-1911,1
227,0,0,2,9792,-539,1
227,0,0,0,11478,-1543,1
228,0,0,2,8374,-1874,1
228,0,0,2,9799,-550,1
228,0,0,0,11485,-1534,1
229,0,0,2,8325,-1847,1
229,0,0,2,9807,-560,1
229,0,0,0,11485,-1534,1
230,0,0,2,8336,-1835,1
230,0,0,2,9816,-560,1
230,0,0,0,11479,-1535,1
231,0,0,0,8374,-1884,1
231,0,0,2,9825,-559,1
231,0,0,0,11457,-1502,1
232,0,0,0,8354,-1876,1
232,0,0,2,9807,-560,1
232,0,0,0,11491,-1542,1
233,0,0,0,8364,-1885,1
233,0,0,2,9807,-560,1
233,0,0,0,11497,-1541,1
234,0,0,0,8344,-1866,1
234,0,0,2,9815,-570,1
234,0,0,0,11456,-1511,1
235,0,0,0,8316,-1827,1
235,0,0,2,9831,-591,1
235,0,0,0,11449,-1512,1
236,0,0,0,8187,-1710,1
236,0,0,2,9831,-591,1
236,0,0,0,11456,-1511,1
237,0,0,0,8117,-1618,1
237,0,0,2,9839,-601,1
237,0,0,0,11497,-1541,1
238,0,0,0,8035,-1536,1
238,0,0,2,9821,-602,1
238,0,0,0,11444,-1504,1
239,0,0,0,8004,-1494,1
239,0,0,2,9830,-602,1
239,0,0,0,11449,-1512,1
240,0,0,0,8004,-1483,1
240,0,0,2,9821,-602,1
240,0,0,0,11444,-1504,1
241,0,0,0,8005,-1461,1
241,0,0,2,9798,-571,1
241,0,0,0,11487,-1525,1
242,0,0,0,8067,-1500,1
242,0,0,2,9798,-571,1
242,0,0,0,11487,-1525,1
243,0,0,0,8089,-1498,1
243,0,0,2,9806,-581,1
243,0,0,0,11492,-1533,1
244,0,0,0,8141,-1505,1
244,0,0,2,9798,-571,1
244,0,0,0,11492,-1533,1
245,0,0,0,8174,-1458,1
245,0,0,2,9790,-561,1
245,0,0,0,11492,-1533,1
246,0,0,0,8145,-1393,1
246,0,0,2,9790,-561,1
246,0,0,0,11492,-1533,1
247,0,0,0,8083,-1342,1
247,0,0,2,9790,-561,1
247,0,0,0,11485,-1534,1
248,0,0,0,8083,-1319,1
248,0,0,2,9790,-561,1
248,0,0,0,11492,-1533,1
249,0,0,0,8084,-1297,1
249,0,0,2,9790,-561,1
249,0,0,0,11505,-1532,1
250,0,0,0,8001,-1200,1
250,0,0,2,9790,-561,1
250,0,0,0,11492,-1533,1
251,0,0,0,7874,-1023,1
251,0,0,2,9789,-571,1
251,0,0,0,11500,-1524,1
252,0,0,0,7799,-921,1
252,0,0,2,9797,-582,1
252,0,0,0,11500,-1524,1
253,0,0,0,7677,-760,1
253,0,0,2,9797,-582,1
253,0,0,0,11507,-1523,1
254,0,0,0,7678,-736,1
254,0,0,2,9806,-581,1
254,0,0,0,11525,-1530,1
255,0,0,0,7745,-769,1
255,0,0,2,9806,-581,1
255,0,0,0,11518,-1530,1
256,0,0,2,7802,-779,1
256,0,0,2,9806,-581,1
256,0,0,0,11505,-1532,1
257,0,0,1,7835,-777,1
257,0,0,2,9806,-581,1
257,0,0,0,11518,-1530,1
258,0,0,1,7836,-765,1
258,0,0,2,9798,-571,1
258,0,0,0,11532,-1529,1
259,0,0,2,7881,-740,1
259,0,0,2,9806,-571,1
259,0,0,0,11550,-1535,1
260,0,0,2,7893,-692,1
260,0,0,2,9798,-571,1
260,0,0,0,11524,-1538,1
261,0,0,2,7816,-622,1
261,0,0,2,9806,-581,1
261,0,0,0,11530,-1538,1
262,0,0,2,7772,-539,1
262,0,0,2,9806,-581,1
262,0,0,0,11543,-1536,1
263,0,0,2,7545,-297,1
263,0,0,2,9806,-581,1
263,0,0,0,11543,-1536,1
264,0,0,2,7510,-222,1
264,0,0,2,9806,-581,1
264,0,0,0,11530,-1538,1
265,0,0,2,7451,-159,1
265,0,0,2,9798,-571,1
265,0,0,0,11530,-1538,1
266,0,0,2,7331,-32,1
266,0,0,2,9798,-571,1
266,0,0,0,11530,-1538,1
267,0,0,0,7283,32,1
267,0,0,2,9781,-561,1
267,0,0,0,11530,-1538,1
268,0,0,2,7307,71,1
268,0,0,0,7717,194,1
268,0,0,2,9798,-571,1
268,0,0,0,11530,-1538,1
269,0,0,1,7381,83,1
269,0,0,2,9790,-561,1
269,0,0,0,11530,-1538,1
270,0,0,2,7429,70,1
270,0,0,2,9781,-561,1
270,0,0,0,11530,-1538,1
271,0,0,2,7525,43,1
271,0,0,2,9799,-550,1
271,0,0,0,11562,-1543,1
272,0,0,2,7597,68,1
272,0,0,2,9800,-539,1
272,0,0,0,11550,-1535,1
273,0,0,1,7644,42,1
273,0,0,2,9799,-550,1
273,0,0,0,11550,-1535,1
274,0,0,1,7538,184,1
274,0,0,2,9782,-550,1
274,0,0,0,11537,-1537,1
275,0,0,1,7539,236,1
275,0,0,2,9791,-550,1
275,0,0,0,11537,-1537,1
276,0,0,1,7540,275,1
276,0,0,2,9791,-550,1
276,0,0,0,11537,-1537,1
277,0,0,1,7383,463,1
277,0,0,2,9792,-539,1
277,0,0,0,11542,-1545,1
278,0,0,2,7322,558,1
278,0,0,2,9799,-550,1
278,0,0,0,11542,-1545,1
279,0,0,2,7310,626,1
279,0,0,2,9799,-550,1
279,0,0,0,11542,-1545,1
280,0,0,2,7298,693,1
280,0,0,2,9792,-539,1
280,0,0,0,11542,-1545,1
281,0,0,2,7285,707,1
281,0,0,2,9792,-539,1
281,0,0,0,11542,-1545,1
282,0,0,2,7335,678,1
282,0,0,2,9783,-540,1
282,0,0,0,11542,-1545,1
283,0,0,1,7347,664,1
283,0,0,2,9782,-550,1
283,0,0,0,11542,-1545,1
284,0,0,2,7347,678,1
284,0,0,2,9782,-550,1
284,0,0,0,11542,-1545,1
285,0,0,2,7385,676,1
285,0,0,2,9791,-550,1
285,0,0,0,11542,-1545,1
286,0,0,2,7397,675,1
286,0,0,2,9791,-550,1
286,0,0,0,11542,-1545,1
287,0,0,2,7409,648,1
287,0,0,2,9782,-550,1
287,0,0,0,11542,-1545,1
288,0,0,2,7360,704,1
288,0,0,2,9764,-551,1
288,0,0,0,11542,-1545,1
289,0,0,2,7348,732,1
289,0,0,2,9772,-561,1
289,0,0,0,11542,-1545,1
290,0,0,2,7372,717,1
290,0,0,2,9764,-551,1
290,0,0,0,11542,-1545,1
291,0,0,2,7298,775,1
291,0,0,2,9747,-551,1
291,0,0,0,11542,-1545,1
292,0,0,2,7260,872,1
292,0,0,2,9747,-551,1
292,0,0,0,11542,-1545,1
293,0,0,2,7146,1003,1
293,0,0,2,9747,-551,1
293,0,0,0,11542,-1545,1
294,0,0,0,7120,1060,1
294,0,0,2,9747,-551,1
294,0,0,0,11549,-1544,1
295,0,0,0,7055,1177,1
295,0,0,2,9747,-551,1
295,0,0,0,11542,-1545,1
296,0,0,2,6949,1312,1
296,0,0,2,9747,-551,1
296,0,0,0,11542,-1545,1
297,0,0,2,6975,1339,1
297,0,0,2,9747,-551,1
297,0,0,0,11542,-1545,1
298,0,0,2,6975,1353,1
298,0,0,2,9764,-551,1
298,0,0,0,11542,-1545,1
299,0,0,2,7106,1357,1
299,0,0,2,9763,-561,1
299,0,0,0,11542,-1545,1
300,0,0,2,7080,1373,1
300,0,0,2,9764,-551,1
300,0,0,0,11549,-1544,1
301,0,0,2,7133,1354,1
301,0,0,2,9799,-550,1
301,0,0,0,11511,-1540,1
302,0,0,2,7133,1354,1
302,0,0,2,9799,-550,1
302,0,0,0,11511,-1540,1
303,0,0,2,7184,1322,1
303,0,0,2,9783,-540,1
303,0,0,0,11511,-1540,1
304,0,0,2,7236,1318,1
304,0,0,2,9792,-539,1
304,0,0,0,11511,-1540,1
305,0,0,2,7236,1346,1
305,0,0,2,9783,-540,1
305,0,0,0,11511,-1540,1
306,0,0,2,7249,1359,1
306,0,0,2,9774,-540,1
306,0,0,0,11511,-1540,1
307,0,0,2,7223,1389,1
307,0,0,2,9783,-540,1
307,0,0,0,11511,-1540,1
308,0,0,2,7223,1418,1
308,0,0,2,9783,-540,1
308,0,0,0,11511,-1540,1
309,0,0,2,7197,1477,1
309,0,0,2,9783,-540,1
309,0,0,0,11511,-1540,1
310,0,0,0,7106,1643,1
310,0,0,2,9783,-540,1
310,0,0,0,11511,-1540,1
311,0,0,0,7119,1656,1
311,0,0,2,9792,-539,1
311,0,0,0,11511,-1540,1
312,0,0,1,7066,1720,1
312,0,0,2,9783,-540,1
312,0,0,0,11511,-1540,1
313,0,0,1,7026,1826,1
313,0,0,2,9783,-540,1
313,0,0,0,11511,-1540,1
314,0,0,2,6999,1858,1
314,0,0,2,9783,-540,1
314,0,0,0,11511,-1540,1
315,0,0,1,7026,1856,1
315,0,0,2,9799,-550,1
315,0,0,0,11511,-1540,1
316,0,0,1,7039,1839,1
316,0,0,2,9783,-540,1
316,0,0,0,11511,-1540,1
317,0,0,2,7039,1898,1
317,0,0,2,9783,-540,1
317,0,0,0,11516,-1548,1
318,0,0,2,7066,1866,1
318,0,0,2,9792,-539,1
318,0,0,0,11509,-1548,1
319,0,0,2,7052,1867,1
319,0,0,2,9783,-540,1
319,0,0,0,11529,-1546,1
320,0,0,0,6959,1878,1
320,0,0,2,9783,-540,1
320,0,0,0,11529,-1546,1
321,0,0,0,6945,1879,1
321,0,0,2,9792,-539,1
321,0,0,0,11542,-1545,1
322,0,0,0,6918,1882,1
322,0,0,2,9784,-529,1
322,0,0,0,11542,-1545,1
323,0,0,0,6904,1913,1
323,0,0,2,9784,-529,1
323,0,0,0,11529,-1546,1
324,0,0,0,6850,1949,1
324,0,0,2,9784,-529,1
324,0,0,0,11529,-1546,1
325,0,0,0,6808,1999,1
325,0,0,2,9784,-529,1
325,0,0,0,11542,-1545,1
326,0,0,0,6863,1963,1
326,0,0,2,9784,-529,1
326,0,0,0,11537,-1537,1
327,0,0,0,6738,2098,1
327,0,0,2,9784,-529,1
327,0,0,0,11537,-1537,1
328,0,0,2,6667,2213,1
328,0,0,2,9785,-518,1
328,0,0,0,11532,-1529,1
329,0,0,2,6581,2301,1
329,0,0,2,9785,-518,1
329,0,0,0,11532,-1529,1
330,0,0,2,6537,2384,1
330,0,0,2,9776,-518,1
330,0,0,0,11532,-1529,1
331,0,0,2,6608,2359,1
331,0,0,2,9792,-539,1
331,0,0,0,11472,-1535,1
332,0,0,2,6579,2394,1
332,0,0,2,9792,-539,1
332,0,0,0,11479,-1535,1
333,0,0,1,6535,2446,1
333,0,0,2,9792,-539,1
333,0,0,0,11472,-1535,1
334,0,0,1,6447,2553,1
334,0,0,2,9775,-529,1
334,0,0,0,11466,-1536,1
335,0,0,1,6432,2571,1
335,0,0,2,9792,-539,1
335,0,0,0,11466,-1536,1
336,0,0,1,6490,2562,1
336,0,0,2,9784,-529,1
336,0,0,0,11439,-1539,1
337,0,0,1,6519,2574,1
337,0,0,2,9792,-539,1
337,0,0,0,11439,-1539,1
338,0,0,1,6619,2559,1
338,0,0,2,9813,-592,1
338,0,0,0,11487,-1525,1
339,0,0,0,6633,2541,1
339,0,0,2,9814,-581,1
339,0,0,0,11487,-1525,1
340,0,0,0,6647,2555,1
340,0,0,2,9814,-581,1
340,0,0,0,11493,-1524,1
341,0,0,0,6662,2537,1
341,0,0,2,9814,-581,1
341,0,0,0,11500,-1524,1
342,0,0,0,6676,2551,1
342,0,0,2,9831,-591,1
342,0,0,0,11500,-1524,1
343,0,0,0,6718,2576,1
343,0,0,2,9831,-591,1
343,0,0,0,11507,-1523,1
344,0,0,0,6704,2578,1
344,0,0,2,9831,-591,1
344,0,0,0,11513,-1522,1
345,0,0,0,6718,2560,1
345,0,0,2,9823,-581,1
345,0,0,0,11513,-1522,1
346,0,0,0,6689,2596,1
346,0,0,2,9806,-571,1
346,0,0,0,11526,-1521,1
347,0,0,2,6717,2623,1
347,0,0,2,9806,-571,1
347,0,0,0,11513,-1522,1
348,0,0,0,6688,2658,1
348,0,0,2,9806,-571,1
348,0,0,0,11520,-1522,1
349,0,0,1,6674,2692,1
349,0,0,2,9806,-571,1
349,0,0,0,11526,-1521,1
350,0,0,2,6673,2707,1
350,0,0,2,9806,-571,1
350,0,0,0,11559,-1517,1
351,0,0,2,6687,2721,1
351,0,0,2,9815,-570,1
351,0,0,0,11552,-1518,1
352,0,0,1,6672,2786,1
352,0,0,2,9807,-560,1
352,0,0,0,11571,-1525,1
353,0,0,2,6613,2939,1
353,0,0,2,9815,-570,1
353,0,0,0,11566,-1517,1
354,0,0,2,6613,2939,1
354,0,0,2,9823,-581,1
354,0,0,0,11571,-1525,1
355,0,0,2,6613,2939,1
355,0,0,2,9831,-591,1
355,0,0,0,11571,-1525,1
356,0,0,2,6642,2918,1
356,0,0,2,9840,-591,1
356,0,0,0,11545,-1527,1
357,0,0,1,6642,2902,1
357,0,0,2,9839,-601,1
357,0,0,0,11571,-1525,1
358,0,0,2,6656,2916,1
358,0,0,2,9831,-591,1
358,0,0,0,11571,-1525,1
359,0,0,2,6627,2920,1
359,0,0,2,9839,-601,1
359,0,0,0,11577,-1524,1
360,0,0,2,6599,2909,1
360,0,0,2,9831,-591,1
360,0,0,0,11571,-1525,1
361,0,0,1,6671,2866,1
361,0,0,2,9815,-570,1
361,0,0,0,11576,-1533,1
362,0,0,2,6642,2902,1
362,0,0,2,9815,-570,1
362,0,0,0,11576,-1533,1
363,0,0,1,6685,2879,1
363,0,0,2,9807,-560,1
363,0,0,0,11589,-1531,1
364,0,0,2,6699,2893,1
364,0,0,2,9807,-560,1
364,0,0,0,11589,-1531,1
365,0,0,2,6714,2874,1
365,0,0,2,9807,-560,1
365,0,0,0,11589,-1531,1
366,0,0,2,6685,2911,1
366,0,0,2,9807,-560,1
366,0,0,0,11583,-1532,1
367,0,0,2,6685,2911,1
367,0,0,2,9807,-560,1
367,0,0,0,11576,-1533,1
368,0,0,2,6641,2966,1
368,0,0,2,9833,-570,1
368,0,0,0,11571,-1525,1
369,0,0,2,6555,2949,1
369,0,0,2,9807,-560,1
369,0,0,0,11576,-1533,1
370,0,0,2,6569,2962,1
370,0,0,2,9824,-570,1
370,0,0,0,11556,-1535,1
371,0,0,2,6423,2987,1
371,0,0,2,9825,-559,1
371,0,0,0,11564,-1525,1
372,0,0,2,6511,2972,1
372,0,0,2,9833,-570,1
372,0,0,0,11543,-1536,1
373,0,0,2,6526,2953,1
373,0,0,2,9849,-580,1
373,0,0,0,11576,-1533,1
374,0,0,2,6526,2953,1
374,0,0,2,9842,-559,1
374,0,0,0,11570,-1533,1
375,0,0,2,6526,2953,1
375,0,0,2,9852,-548,1
375,0,0,0,11570,-1533,1
376,0,0,2,6467,2996,1
376,0,0,2,9844,-538,1
376,0,0,0,11563,-1534,1
377,0,0,2,6467,2996,1
377,0,0,2,9837,-517,1
377,0,0,0,11555,-1543,1
378,0,0,2,6482,2977,1
