frame,cls,id,team,x,y,group
378,0,0,2,9856,-505,1
378,0,0,0,11549,-1544,1
379,0,0,2,6496,2991,1
379,0,0,2,9873,-505,1
379,0,0,0,11537,-1537,1
380,0,0,2,6467,2996,1
380,0,0,2,9864,-505,1
380,0,0,0,11542,-1545,1
381,0,0,2,6453,2982,1
381,0,0,2,9865,-495,1
381,0,0,0,11536,-1546,1
382,0,0,2,6482,2961,1
382,0,0,1,9873,-505,1
382,0,0,0,11542,-1545,1
383,0,0,2,6467,2979,1
383,0,0,1,9864,-516,1
383,0,0,0,11536,-1546,1
384,0,0,2,6482,2977,1
384,0,0,1,9871,-526,1
384,0,0,0,11530,-1538,1
385,0,0,2,6482,2977,1
385,0,0,2,9869,-548,1
385,0,0,0,11530,-1538,1
386,0,0,2,6482,2977,1
386,0,0,2,9926,-588,1
386,0,0,0,11529,-1546,1
387,0,0,2,6467,2996,1
387,0,0,2,9933,-609,1
387,0,0,0,11524,-1538,1
388,0,0,2,6482,2977,1
388,0,0,2,9965,-639,1
388,0,0,0,11542,-1545,1
389,0,0,2,6496,2974,1
389,0,0,2,9990,-638,1
389,0,0,0,11542,-1545,1
390,0,0,2,6468,2963,1
390,0,0,2,9984,-617,1
390,0,0,0,11530,-1538,1
391,0,0,2,6482,2977,1
391,0,0,2,10101,-716,1
391,0,0,0,11555,-1543,1
392,0,0,2,6482,2993,1
392,0,0,2,10150,-642,1
392,0,0,0,11555,-1543,1
393,0,0,1,6497,2958,1
393,0,0,1,10177,-703,1
393,0,0,0,11555,-1543,1
394,0,0,1,6512,2940,1
394,0,0,2,10183,-641,1
394,0,0,0,11560,-1551,1
395,0,0,2,6482,2977,1
395,0,0,1,10191,-651,1
395,0,0,0,11555,-1543,1
396,0,0,2,6511,2972,1
396,0,0,2,10220,-691,1
396,0,0,0,11537,-1537,1
397,0,0,2,6540,2967,1
397,0,0,2,10269,-770,1
397,0,0,0,11536,-1546,1
398,32,0,0,913,8531,1
398,0,0,2,6540,2951,1
398,0,0,2,10254,-760,1
398,0,0,0,11529,-1546,1
399,32,0,0,913,8531,1
399,0,0,2,6540,2951,1
399,0,0,2,10275,-790,1
399,0,0,0,11529,-1546,1
400,0,0,1,525,8339,1
400,0,0,2,6570,2930,1
400,0,0,2,10289,-809,1
400,0,0,0,11511,-1540,1
401,0,0,1,558,8302,1
401,0,0,2,6584,2912,1
401,0,0,2,10282,-799,1
401,0,0,0,11511,-1540,1
402,0,0,1,543,8231,1
402,0,0,2,6555,2949,1
402,0,0,2,10292,-779,1
402,0,0,0,11529,-1546,1
403,0,0,1,744,7962,1
403,0,0,2,6555,2965,1
403,0,0,2,10301,-778,1
403,0,0,0,11529,-1546,1
404,0,0,1,657,8016,1
404,0,0,2,6554,2981,1
404,0,0,2,10256,-740,1
404,0,0,0,11536,-1546,1
405,0,0,1,630,8026,1
405,0,0,2,6569,2962,1
405,0,0,2,10241,-720,1
405,0,0,0,11542,-1545,1
406,0,0,1,662,7990,1
406,0,0,2,6598,2957,1
406,0,0,2,10270,-760,1
406,0,0,0,11529,-1546,1
407,0,0,1,662,7990,1
407,0,0,2,6598,2957,1
407,0,0,2,10286,-759,1
407,0,0,0,11529,-1546,1
408,0,0,1,721,7945,1
408,0,0,2,6598,2957,1
408,0,0,2,10323,-797,1
408,0,0,0,11522,-1547,1
409,0,0,1,893,7838,1
409,0,0,2,6598,2957,1
409,0,0,2,10296,-748,1
409,0,0,0,11530,-1538,1
410,0,0,1,1001,7802,1
410,0,0,1,6671,2913,1
410,0,0,2,10296,-748,1
410,0,0,0,11524,-1538,1
411,0,0,1,1055,7784,1
411,0,0,2,6685,2911,1
411,0,0,2,10280,-739,1
411,0,0,0,11524,-1538,1
412,0,0,1,1077,7801,1
412,0,0,1,6699,2924,1
412,0,0,2,10293,-769,1
412,0,0,0,11524,-1538,1
413,0,0,1,1134,7757,1
413,0,0,2,6727,2936,1
413,0,0,2,10316,-788,1
413,0,0,0,11524,-1538,1
414,0,0,1,1191,7714,1
414,0,0,0,6713,2938,1
414,0,0,1,10331,-797,1
414,0,0,0,11522,-1547,1
415,0,0,1,1161,7748,1
415,0,0,0,6713,2970,1
415,0,0,2,10324,-787,1
415,0,0,0,11529,-1546,1
416,0,0,1,1153,7800,1
416,0,0,0,6698,2988,1
416,0,0,2,10302,-768,1
416,0,0,0,11574,-1550,1
417,0,0,1,1190,7885,1
417,0,0,0,6612,2987,1
417,0,0,1,10308,-788,1
417,0,0,0,11560,-1551,1
418,0,0,1,1060,8078,1
418,0,0,0,6598,2989,1
418,0,0,1,10322,-808,1
418,0,0,0,11555,-1543,1
419,0,0,1,1296,7849,1
419,0,0,0,6713,2970,1
419,0,0,1,10299,-799,1
419,0,0,0,11568,-1542,1
420,0,0,1,1382,7772,1
420,0,0,0,6655,2980,1
420,0,0,1,10299,-799,1
420,0,0,0,11575,-1541,1
421,0,0,1,1548,7643,1
421,0,0,2,6741,2997,1
421,0,0,2,10383,-914,1
421,0,0,0,11588,-1540,1
422,0,0,1,1595,7651,1
422,0,0,2,6854,2977,1
422,0,0,2,10383,-914,1
422,0,0,0,11594,-1539,1
423,0,0,1,1755,7550,1
423,0,0,0,6641,2998,1
423,0,0,2,10381,-934,1
423,0,0,0,11581,-1541,1
424,0,0,1,1833,7501,1
424,0,0,0,6655,2996,1
424,0,0,2,10381,-934,1
424,0,0,0,11588,-1540,1
425,0,0,1,1512,7897,1
425,0,0,0,6669,2993,1
425,0,0,2,10374,-924,1
425,0,0,0,11587,-1548,1
426,0,0,1,1734,7701,1
426,0,0,0,6783,2974,1
426,0,0,2,10351,-916,1
426,0,0,0,11581,-1541,1
427,0,0,1,1644,7828,1
427,0,0,2,6826,2982,1
427,0,0,2,10358,-925,1
427,0,0,0,11575,-1541,1
428,0,0,1,1723,7776,1
428,0,0,2,6840,2932,1
428,0,0,2,10358,-925,1
428,0,0,0,11581,-1541,1
429,0,0,1,1655,7920,1
429,0,0,0,6924,2949,1
429,0,0,2,10350,-926,1
429,0,0,0,11581,-1541,1
430,0,0,1,1564,8050,1
430,0,0,2,6952,2945,1
430,0,0,2,10350,-926,1
430,0,0,0,11581,-1541,1
431,0,0,1,1441,8216,1
431,0,0,2,6910,2952,1
431,0,0,2,10335,-917,1
431,0,0,0,11581,-1541,1
432,0,0,1,1378,8313,1
432,0,0,2,6840,2964,1
432,0,0,2,10342,-926,1
432,0,0,0,11581,-1541,1
433,0,0,1,1310,8437,1
433,0,0,2,6826,2966,1
433,0,0,2,10342,-926,1
433,0,0,0,11575,-1541,1
434,0,0,1,1271,8526,1
434,0,0,2,6783,2974,1
434,0,0,2,10349,-936,1
434,0,0,0,11575,-1541,1
435,0,0,1,1271,8526,1
435,0,0,0,6684,2975,1
435,0,0,2,10342,-926,1
435,0,0,0,11581,-1541,1
436,0,0,0,6684,2975,1
436,0,0,2,10342,-926,1
436,0,0,0,11581,-1541,1
437,0,0,2,6755,2978,1
437,0,0,2,10342,-926,1
437,0,0,0,11575,-1541,1
438,0,0,2,6840,2948,1
438,0,0,2,10349,-936,1
438,0,0,0,11568,-1542,1
439,0,0,0,6770,2944,1
439,0,0,2,10349,-936,1
439,0,0,0,11568,-1542,1
440,0,0,0,6727,2951,1
440,0,0,2,10343,-916,1
440,0,0,0,11568,-1542,1
441,0,0,0,6798,2955,1
441,0,0,2,10335,-917,1
441,0,0,0,11568,-1542,1
442,0,0,0,6784,2942,1
442,0,0,2,10342,-926,1
442,0,0,0,11568,-1542,1
443,0,0,0,6812,2921,1
443,0,0,2,10349,-936,1
443,0,0,0,11555,-1543,1
444,0,0,0,6784,2942,1
444,0,0,2,10349,-936,1
444,0,0,0,11562,-1543,1
445,0,0,0,6784,2942,1
445,0,0,2,10342,-926,1
445,0,0,0,11555,-1543,1
446,0,0,0,6812,2937,1
446,0,0,2,10342,-926,1
446,0,0,0,11555,-1543,1
447,0,0,0,6798,2955,1
447,0,0,2,10342,-926,1
447,0,0,0,11562,-1543,1
448,0,0,0,6826,2950,1
448,0,0,1,10335,-917,1
448,0,0,0,11555,-1543,1
449,0,0,2,6882,2941,1
449,0,0,2,10342,-926,1
449,0,0,0,11555,-1543,1
450,0,0,2,6910,2920,1
450,0,0,2,10342,-926,1
450,0,0,0,11555,-1543,1
451,0,0,2,6952,2882,1
451,0,0,2,10351,-916,1
451,0,0,0,11516,-1548,1
452,0,0,2,6980,2862,1
452,0,0,2,10351,-916,1
452,0,0,0,11516,-1548,1
453,0,0,2,6966,2864,1
453,0,0,2,10351,-916,1
453,0,0,0,11522,-1547,1
454,0,0,2,6994,2859,1
454,0,0,2,10351,-916,1
454,0,0,0,11516,-1548,1
455,0,0,2,7008,2873,1
455,0,0,2,10351,-916,1
455,0,0,0,11516,-1548,1
456,0,0,2,7021,2855,1
456,0,0,2,10351,-916,1
456,0,0,0,11522,-1547,1
457,0,0,2,7035,2837,1
457,0,0,2,10351,-916,1
457,0,0,0,11516,-1548,1
458,0,0,2,7035,2852,1
458,0,0,2,10351,-916,1
458,0,0,0,11516,-1548,1
459,0,0,1,7076,2830,1
459,0,0,2,10351,-916,1
459,0,0,0,11522,-1547,1
460,0,0,1,7104,2810,1
460,0,0,2,10351,-916,1
460,0,0,0,11529,-1546,1
461,0,0,1,7144,2788,1
461,0,0,2,10351,-916,1
461,0,0,0,11529,-1546,1
462,0,0,2,7104,2841,1
462,0,0,2,10351,-916,1
462,0,0,0,11529,-1546,1
463,0,0,2,7131,2805,1
463,0,0,1,10351,-916,1
463,0,0,0,11529,-1546,1
464,0,0,2,7292,2596,1
464,0,0,1,10344,-906,1
464,0,0,0,11529,-1546,1
465,0,0,2,7331,2545,1
465,0,0,1,10344,-906,1
465,0,0,0,11529,-1546,1
466,0,0,2,7435,2409,1
466,0,0,1,10344,-906,1
466,0,0,0,11529,-1546,1
467,0,0,2,7549,2231,1
467,0,0,1,10344,-906,1
467,0,0,0,11542,-1545,1
468,0,0,2,7698,2038,1
468,0,0,1,10344,-906,1
468,0,0,0,11547,-1553,1
469,0,0,2,7759,1959,1
469,0,0,1,10344,-906,1
469,0,0,0,11547,-1553,1
470,0,0,2,7698,2009,1
470,0,0,1,10344,-906,1
470,0,0,0,11534,-1554,1
471,0,0,2,7722,1992,1
471,0,0,1,10344,-906,1
471,0,0,0,11534,-1554,1
472,0,0,2,7722,1992,1
472,0,0,1,10344,-906,1
472,0,0,0,11534,-1554,1
473,0,0,2,7734,1962,1
473,0,0,1,10344,-906,1
473,0,0,0,11534,-1554,1
474,0,0,2,7734,1962,1
474,0,0,1,10344,-906,1
474,0,0,0,11541,-1554,1
475,0,0,2,7759,1930,1
475,0,0,1,10344,-906,1
475,0,0,0,11541,-1554,1
476,0,0,2,7759,1930,1
476,0,0,1,10344,-906,1
476,0,0,0,11521,-1556,1
477,0,0,2,7855,1862,1
477,0,0,1,10344,-906,1
477,0,0,0,11534,-1554,1
478,0,0,2,7879,1817,1
478,0,0,1,10337,-897,1
478,0,0,0,11534,-1554,1
479,0,0,2,7855,1862,1
479,0,0,1,10337,-897,1
479,0,0,0,11534,-1554,1
480,0,0,2,7843,1864,1
480,0,0,1,10337,-897,1
480,0,0,0,11534,-1554,1
481,0,0,2,7819,1895,1
481,0,0,1,10342,-926,1
481,0,0,0,11563,-1534,1
482,0,0,2,7855,1862,1
482,0,0,1,10342,-926,1
482,0,0,0,11576,-1533,1
483,0,0,2,7843,1850,1
483,0,0,1,10349,-936,1
483,0,0,0,11589,-1531,1
484,0,0,2,7892,1844,1
484,0,0,1,10349,-936,1
484,0,0,0,11576,-1533,1
485,0,0,2,7856,1890,1
485,0,0,1,10349,-936,1
485,0,0,0,11571,-1525,1
486,0,0,2,7844,1906,1
486,0,0,1,10349,-936,1
486,0,0,0,11564,-1525,1
487,0,0,2,7809,1981,1
487,0,0,1,10357,-935,1
487,0,0,0,11550,-1535,1
488,0,0,2,7928,1854,1
488,0,0,1,10350,-926,1
488,0,0,0,11507,-1523,1
489,0,0,0,7976,1820,1
489,0,0,1,10350,-926,1
489,0,0,0,11388,-1527,1
490,0,0,0,7916,1841,1
490,0,0,1,10342,-926,1
490,0,0,0,11360,-1539,1
491,0,0,0,7952,1823,1
491,0,0,1,10343,-916,1
491,0,0,0,11332,-1551,1
492,0,0,2,7545,1855,1
492,0,0,1,10343,-916,1
492,0,0,0,11332,-1551,1
493,0,0,2,7533,1871,1
493,0,0,1,10343,-916,1
493,0,0,0,11460,-1528,1
494,0,0,1,7495,1890,1
494,0,0,1,10350,-926,1
494,0,0,0,11303,-1519,1
495,0,0,1,7483,1949,1
495,0,0,1,10350,-926,1
496,0,0,1,7432,2042,1
496,0,0,1,10342,-926,1
497,0,0,0,7535,2073,1
497,0,0,1,10342,-926,1
498,0,0,2,7760,2016,1
498,0,0,1,10349,-936,1
498,0,0,0,11328,-1481,1
499,0,0,2,7846,1991,1
499,0,0,1,10342,-926,1
500,0,0,2,7870,1988,1
500,0,0,1,10342,-926,1
501,0,0,2,7858,1975,1
501,0,0,1,10349,-936,1
502,0,0,2,7869,1931,1
502,0,0,1,10349,-936,1
503,0,0,2,7965,1863,1
503,0,0,1,10342,-926,1
503,0,0,2,11581,-1541,1
504,0,0,2,8023,1787,1
504,0,0,1,10342,-926,1
505,0,0,2,8034,1772,1
505,0,0,1,10343,-916,1
506,0,0,2,8114,1653,1
506,0,0,1,10328,-907,1
507,0,0,1,8046,1757,1
507,0,0,1,10328,-907,1
507,0,0,2,11378,-1406,1
508,0,0,2,8046,1757,1
508,0,0,1,10335,-917,1
508,0,0,2,11487,-1525,1
509,0,0,2,8127,1679,1
509,0,0,1,10335,-917,1
509,0,0,2,11350,-1320,1
510,0,0,2,8126,1652,1
510,0,0,1,10335,-917,1
510,0,0,2,11528,-1555,1
511,0,0,1,8237,1477,1
511,0,0,2,10328,-907,1
511,0,0,2,11529,-1546,1
512,0,0,2,8259,1448,1
512,0,0,2,10328,-907,1
512,0,0,2,11521,-1513,1
513,0,0,2,8258,1421,1
513,0,0,2,10328,-907,1
513,0,0,2,11549,-1544,1
514,0,0,2,8235,1410,1
514,0,0,2,10300,-869,1
514,0,0,2,11529,-1503,1
515,0,0,2,8212,1426,1
515,0,0,2,10307,-878,1
515,0,0,2,11589,-1531,1
516,0,0,2,8200,1413,1
516,0,0,2,10321,-898,1
516,0,0,2,11606,-1546,1
517,0,0,2,8200,1413,1
517,0,0,2,10328,-907,1
518,0,0,2,8177,1415,1
518,0,0,2,10309,-858,1
519,0,0,2,8144,1459,1
519,0,0,2,10357,-935,1
519,0,0,2,11636,-1560,1
520,0,0,2,8109,1489,1
520,0,0,2,10365,-935,1
520,0,0,2,11649,-1559,1
521,0,0,2,8086,1478,1
521,0,0,2,10365,-935,1
521,0,0,2,11640,-1534,1
522,0,0,2,8074,1493,1
522,0,0,2,10364,-945,1
522,0,0,2,11615,-1486,1
523,0,0,2,8063,1494,1
523,0,0,2,10357,-935,1
523,0,0,2,11624,-1468,1
524,0,0,2,8063,1508,1
524,0,0,2,10364,-945,1
524,0,0,2,11642,-1474,1
525,0,0,2,8052,1522,1
525,0,0,2,10364,-945,1
525,0,0,2,11638,-1457,1
526,0,0,2,8051,1495,1
526,0,0,2,10364,-945,1
526,0,0,2,11659,-1489,1
527,0,0,2,8051,1495,1
527,0,0,2,10364,-945,1
527,0,0,2,11654,-1481,1
528,0,0,2,8062,1480,1
528,0,0,2,10364,-945,1
528,0,0,2,11665,-1489,1
529,0,0,2,8121,1475,1
529,0,0,2,10364,-945,1
529,0,0,2,11679,-1479,1
530,0,0,2,8190,1441,1
530,0,0,2,10349,-936,1
530,0,0,2,11669,-1463,1
531,0,0,2,8212,1426,1
531,0,0,2,10349,-936,1
531,0,0,2,11685,-1444,1
532,0,0,2,8201,1440,1
532,0,0,2,10342,-926,1
532,0,0,2,11683,-1410,1
533,0,0,1,8224,1438,1
533,0,0,2,10350,-926,1
533,0,0,2,11709,-1407,1
534,0,0,1,8224,1425,1
534,0,0,2,10358,-925,1
534,0,0,2,11651,-1327,1
535,0,0,2,8235,1424,1
535,0,0,1,10350,-926,1
535,0,0,2,11585,-1202,1
536,0,0,2,8224,1438,1
536,0,0,1,10342,-926,1
536,0,0,2,11499,-1067,1
537,0,0,2,8247,1436,1
537,0,0,1,10342,-926,1
537,0,0,2,11433,-963,1
538,0,0,2,8259,1448,1
538,0,0,1,10342,-926,1
538,0,0,2,11402,-892,1
539,0,0,2,8304,1431,1
539,0,0,1,10342,-926,1
539,0,0,2,11378,-820,1
540,0,0,2,8440,1431,1
540,0,0,1,10342,-926,1
540,0,0,2,11407,-855,1
541,0,0,2,8330,1522,1
541,0,0,2,10334,-927,1
541,0,0,2,11401,-846,1
542,0,0,2,8227,1519,1
542,0,0,2,10327,-917,1
542,0,0,2,11408,-846,1
543,0,0,2,8307,1524,1
543,0,0,2,10326,-927,1
543,0,0,2,11421,-854,1
544,0,0,2,8432,1499,1
544,0,0,2,10319,-918,1
544,0,0,2,11401,-846,1
545,0,0,2,8386,1476,1
545,0,0,2,10319,-918,1
545,0,0,2,11356,-775,1
546,0,0,2,8351,1466,1
546,0,0,2,10326,-927,1
546,0,0,2,11310,-702,1
547,0,0,1,8375,1491,1
547,0,0,2,10326,-927,1
547,0,0,2,11264,-629,1
548,0,0,0,8295,1485,1
548,0,0,2,10319,-918,1
548,0,0,2,11214,-573,1
549,0,0,2,8249,1490,1
549,0,0,2,10326,-927,1
549,0,0,2,11104,-412,1
550,0,0,1,8237,1491,1
550,0,0,2,10319,-918,1
550,0,0,2,11054,-345,1
551,0,0,1,8260,1488,1
551,0,0,2,10326,-927,1
551,0,0,2,11046,-345,1
552,0,0,1,8261,1502,1
552,0,0,2,10325,-937,1
552,0,0,2,11027,-325,1
553,0,0,1,8250,1516,1
553,0,0,2,10333,-937,1
553,0,0,2,10998,-316,1
554,0,0,1,8283,1473,1
554,0,0,2,10333,-937,1
554,0,0,2,10971,-286,1
555,0,0,2,8260,1488,1
555,0,0,2,10325,-937,1
555,0,0,2,10974,-326,1
556,0,0,2,8238,1518,1
556,0,0,2,10325,-937,1
556,0,0,2,10967,-326,1
557,0,0,2,8227,1519,1
557,0,0,1,10325,-937,1
557,0,0,2,10960,-316,1
558,0,0,2,8216,1533,1
558,0,0,2,10317,-938,1
558,0,0,2,10967,-326,1
559,0,0,2,8216,1547,1
559,0,0,1,10324,-947,1
559,0,0,2,10974,-326,1
560,0,0,2,8182,1577,1
560,0,0,1,10324,-947,1
560,0,0,2,10975,-316,1
561,0,0,2,8182,1564,1
561,0,0,1,10324,-947,1
561,0,0,2,10984,-306,1
562,0,0,2,8193,1549,1
562,0,0,1,10331,-957,1
562,0,0,2,10971,-286,1
563,0,0,2,8159,1580,1
563,0,0,1,10331,-957,1
563,0,0,2,10957,-217,1
564,0,0,2,8159,1580,1
564,0,0,1,10338,-966,1
564,0,0,2,10972,-216,1
565,0,0,2,8102,1640,1
565,0,0,1,10317,-938,1
565,0,0,1,11022,-176,1
566,0,0,2,8101,1627,1
566,0,0,1,10324,-947,1
566,0,0,2,10978,-106,1
567,0,0,2,8101,1627,1
567,0,0,1,10324,-947,1
567,0,0,2,10997,-136,1
568,0,0,2,8078,1643,1
568,0,0,1,10317,-938,1
568,0,0,2,11019,-146,1
569,0,0,2,8078,1643,1
569,0,0,1,10310,-928,1
569,0,0,2,10928,-14,1
570,0,0,2,8067,1644,1
570,0,0,1,10317,-938,1
570,0,0,2,10867,120,1
571,0,0,2,8055,1659,1
571,0,0,2,10290,-879,1
571,0,0,2,10823,215,1
572,0,0,2,8032,1689,1
572,0,0,2,10290,-879,1
572,0,0,2,10843,183,1
573,0,0,2,8044,1674,1
573,0,0,2,10297,-889,1
573,0,0,2,10837,204,1
574,0,0,2,8055,1659,1
574,0,0,2,10290,-879,1
574,0,0,2,10858,182,1
575,0,0,2,8008,1678,1
575,0,0,2,10290,-879,1
575,0,0,2,10897,182,1
576,0,0,2,8020,1676,1
576,0,0,2,10290,-879,1
576,0,0,2,10920,181,1
577,0,0,2,8020,1676,1
577,0,0,1,10299,-879,1
577,0,0,2,10920,181,1
578,0,0,2,7973,1695,1
578,0,0,1,10291,-869,1
578,0,0,2,10962,139,1
579,0,0,2,7996,1679,1
579,0,0,2,10292,-859,1
579,0,0,2,11010,97,1
580,0,0,2,7985,1694,1
580,0,0,1,10300,-869,1
580,0,0,1,11024,87,1
581,0,0,2,8008,1664,1
581,0,0,1,10315,-878,1
581,0,0,1,11031,76,1
582,0,0,2,7996,1665,1
582,0,0,1,10308,-868,1
582,0,0,1,11039,86,1
583,0,0,2,7961,1697,1
583,0,0,1,10323,-878,1
583,0,0,2,11072,45,1
584,0,0,2,8008,1692,1
584,0,0,1,10323,-878,1
584,0,0,2,11066,55,1
585,0,0,2,7961,1697,1
585,0,0,1,10316,-868,1
585,0,0,2,11073,55,1
586,0,0,2,7972,1682,1
586,0,0,1,10316,-868,1
586,0,0,1,11086,35,1
587,0,0,1,8008,1664,1
587,0,0,1,10324,-868,1
587,0,0,1,11086,35,1
588,0,0,1,7984,1666,1
588,0,0,2,10332,-867,1
588,0,0,1,11071,35,1
589,0,0,2,8020,1676,1
589,0,0,1,10325,-858,1
589,0,0,1,11058,56,1
590,0,0,2,8055,1645,1
590,0,0,1,10332,-867,1
590,0,0,2,11065,45,1
591,0,0,1,8067,1644,1
591,0,0,1,10339,-877,1
591,0,0,2,11058,56,1
592,0,0,1,8102,1654,1
592,0,0,1,10294,-839,1
592,0,0,2,11058,56,1
593,0,0,1,8090,1655,1
593,0,0,1,10294,-839,1
593,0,0,1,11046,76,1
594,0,0,2,8102,1654,1
594,0,0,1,10287,-829,1
594,0,0,1,11052,66,1
595,0,0,2,8114,1666,1
595,0,0,1,10294,-839,1
595,0,0,1,11058,56,1
596,0,0,2,8114,1666,1
596,0,0,1,10285,-850,1
596,0,0,1,11058,56,1
597,0,0,2,8138,1664,1
597,0,0,1,10269,-850,1
597,0,0,1,11058,56,1
598,0,0,2,8150,1676,1
598,0,0,1,10271,-830,1
598,0,0,1,11052,66,1
599,0,0,2,8138,1664,1
599,0,0,1,10270,-840,1
599,0,0,1,11065,45,1
600,0,0,2,8103,1681,1
600,0,0,1,10255,-831,1
600,0,0,1,11058,56,1
601,0,0,2,8114,1666,1
601,0,0,1,10238,-832,1
601,0,0,1,10963,211,1
602,0,0,2,8114,1666,1
602,0,0,1,10191,-814,1
602,0,0,1,10963,211,1
603,0,0,2,8103,1668,1
603,0,0,2,10969,201,1
604,0,0,2,8102,1654,1
604,0,0,2,10969,201,1
605,0,0,2,8102,1654,1
605,0,0,1,9945,-577,1
605,0,0,2,10963,211,1
606,0,0,2,8067,1671,1
606,0,0,2,9872,-516,1
606,0,0,2,10963,211,1
607,0,0,2,8102,1640,1
607,0,0,2,10969,201,1
608,0,0,2,8123,1570,1
608,0,0,1,10164,-754,1
608,0,0,1,10969,201,1
609,0,0,2,8135,1569,1
609,0,0,1,10149,-735,1
609,0,0,1,10976,190,1
610,0,0,2,8146,1554,1
610,0,0,1,10118,-716,1
610,0,0,1,10982,180,1
611,0,0,1,10177,-795,1
611,0,0,2,8169,1538,1
611,0,0,1,11004,169,1
612,0,0,1,10190,-824,1
612,0,0,2,8169,1538,1
612,0,0,1,11004,169,1
613,0,0,1,10206,-834,1
613,0,0,2,8180,1523,1
613,0,0,1,11004,169,1
614,0,0,1,10211,-864,1
614,0,0,2,8158,1539,1
614,0,0,1,11029,128,1
615,0,0,1,10194,-864,1
615,0,0,1,8158,1553,1
615,0,0,1,10981,232,1
616,0,0,1,10195,-854,1
616,0,0,2,8147,1567,1
616,0,0,1,10969,263,1
617,0,0,2,8135,1582,1
617,0,0,1,10968,253,1
618,0,0,2,8169,1538,1
618,0,0,1,10969,263,1
619,0,0,2,8192,1536,1
619,0,0,1,10964,284,1
620,0,0,1,9884,-778,1
620,0,0,2,8192,1536,1
620,0,0,2,10984,263,1
621,0,0,2,9948,-826,1
621,0,0,1,8227,1519,1
621,0,0,1,10944,316,1
622,0,0,2,9932,-817,1
622,0,0,1,8227,1519,1
622,0,0,1,10944,316,1
623,0,0,2,9962,-856,1
623,0,0,2,8215,1520,1
623,0,0,1,10951,306,1
624,0,0,2,9958,-897,1
624,0,0,1,8228,1546,1
624,0,0,1,10957,295,1
625,0,0,2,9918,-879,1
625,0,0,1,8228,1546,1
625,0,0,1,10944,316,1
626,0,0,2,9871,-830,1
626,0,0,2,8216,1560,1
626,0,0,1,10952,316,1
627,0,0,2,9862,-830,1
627,0,0,2,8228,1546,1
627,0,0,1,10960,316,1
628,0,0,2,9832,-780,1
628,0,0,1,8216,1560,1
628,0,0,1,10940,348,1
629,0,0,2,9769,-699,1
629,0,0,2,8216,1560,1
629,0,0,1,10947,337,1
630,0,0,2,9777,-709,1
630,0,0,1,8205,1562,1
630,0,0,1,10960,316,1
631,0,0,1,9843,-759,1
631,0,0,1,8149,1635,1
631,0,0,1,10973,295,1
632,0,0,1,9898,-818,1
632,0,0,1,8149,1649,1
632,0,0,1,10960,316,1
633,0,0,1,9916,-807,1
633,0,0,2,8160,1634,1
633,0,0,1,10953,327,1
634,0,0,1,9932,-817,1
634,0,0,2,8183,1618,1
634,0,0,1,10953,327,1
635,0,0,1,9932,-817,1
635,0,0,2,8195,1617,1
635,0,0,1,10953,327,1
636,0,0,1,9926,-786,1
636,0,0,2,8195,1617,1
636,0,0,1,10940,348,1
637,0,0,1,9872,-716,1
637,0,0,0,8195,1617,1
637,0,0,1,10947,337,1
638,0,0,1,9826,-655,1
638,0,0,0,8206,1602,1
638,0,0,1,10947,337,1
639,0,0,1,9834,-654,1
639,0,0,0,8184,1632,1
639,0,0,1,10953,327,1
640,0,0,1,9843,-654,1
640,0,0,0,8195,1617,1
640,0,0,1,10960,316,1
641,0,0,1,9851,-664,1
641,0,0,1,8184,1632,1
641,0,0,1,10935,369,1
642,0,0,1,9859,-674,1
642,0,0,2,8172,1647,1
642,0,0,1,10927,370,1
643,0,0,1,9859,-664,1
643,0,0,2,8195,1617,1
643,0,0,1,10920,380,1
644,0,0,1,9875,-684,1
644,0,0,2,8172,1619,1
644,0,0,1,10914,391,1
645,0,0,2,8172,1619,1
645,0,0,1,10920,380,1
646,0,0,1,9852,-654,1
646,0,0,2,8160,1607,1
646,0,0,1,10899,402,1
647,0,0,2,8137,1637,1
647,0,0,1,10898,392,1
648,0,0,2,8160,1607,1
648,0,0,1,10910,360,1
649,0,0,2,8136,1609,1
649,0,0,1,10926,296,1
650,0,0,2,8148,1595,1
650,0,0,1,10918,296,1
651,0,0,2,8136,1609,1
651,0,0,1,10918,296,1
652,0,0,2,8125,1611,1
652,0,0,1,10924,275,1
653,0,0,2,8124,1597,1
653,0,0,1,10952,253,1
654,0,0,2,8148,1595,1
654,0,0,1,10959,243,1
655,0,0,2,8124,1597,1
655,0,0,1,10959,243,1
656,0,0,2,8124,1597,1
656,0,0,1,10959,243,1
657,0,0,2,8113,1612,1
657,0,0,1,10952,253,1
658,0,0,2,8078,1643,1
658,0,0,1,10946,264,1
659,0,0,2,8067,1644,1
659,0,0,1,10946,264,1
660,0,0,2,8089,1587,1
660,0,0,1,10947,274,1
661,0,0,2,8179,1483,1
661,0,0,1,10948,285,1
662,0,0,2,8180,1496,1
662,0,0,1,10942,296,1
663,0,0,2,8168,1484,1
663,0,0,1,10948,285,1
664,0,0,2,8191,1482,1
664,0,0,1,10962,274,1
665,0,0,2,8180,1523,1
665,0,0,1,10948,285,1
666,0,0,2,8225,1478,1
666,0,0,1,10955,274,1
667,0,0,2,8237,1477,1
667,0,0,1,10955,274,1
668,0,0,2,8238,1504,1
668,0,0,1,10955,274,1
669,0,0,2,8238,1504,1
669,0,0,1,10955,274,1
