video,result,start time,end time,process time,video_length
02_2022-12-09_235000_000000_goal0.avi,True,1673710619.4490285,1673710622.3909655,2.94193696975708,8.942275608942277
02_2022-12-09_235000_000000_goal1.avi,True,1673710622.3909655,1673710624.7424974,2.351531982421875,6.873540206873541
02_2022-12-09_235000_000000_goal2.avi,True,1673710624.7424974,1673710627.3656087,2.6231112480163574,7.874541207874541
02_2022-12-09_235000_000000_goal3.avi,False,1673710627.366609,1673710630.290365,2.9237558841705322,8.742075408742076
02_2022-12-09_235000_000000_goal4.avi,True,1673710630.290365,1673710632.869941,2.579576015472412,7.607607607607608
