dataA,dataB,dataC
29,2,0,0,0,-13379,842
29,2,0,1,0,-6222,-841
29,2,0,0,0,-16886,3982
29,2,0,1,0,-7654,2264
29,2,0,2,0,3045,2476
29,2,0,0,32,7949,690
29,2,0,2,0,13969,358
30,2,0,0,0,-12728,627
30,2,0,1,0,-6043,-815
30,2,0,1,0,-7959,2469
30,2,0,2,0,3018,2534
30,2,0,0,32,7949,690
30,2,0,2,0,13969,358
31,2,0,0,0,-13930,1150
31,2,0,0,0,-6213,-774
31,2,0,1,0,-7902,2439
31,2,0,2,0,2882,2661
31,2,0,0,32,7949,690
31,2,0,2,0,13969,358
32,2,0,0,0,-15036,1614
32,2,0,0,0,-6137,-773
32,2,0,1,0,-7869,2462
32,2,0,2,0,2859,2682
32,2,0,0,32,7949,690
32,2,0,2,0,13966,366
33,2,0,0,0,-15015,1582
33,2,0,1,0,-6014,-792
33,2,0,0,0,-15423,3576
33,2,0,1,0,-8122,2641
33,2,0,2,0,2692,2872
33,2,0,0,32,7949,690
33,2,0,2,0,13974,357
34,2,0,0,0,-5939,-790
34,2,0,0,0,-15834,3813
34,2,0,1,0,-8205,2728
34,2,0,2,0,2663,2932
34,2,0,2,0,13971,366
35,2,0,0,0,-15188,1651
35,2,0,1,0,-5883,-745
35,2,0,0,0,-14798,3390
35,2,0,1,0,-8381,2824
35,2,0,2,0,2975,2723
35,2,0,0,32,7949,690
35,2,0,2,0,13974,357
36,2,0,0,0,-13725,1202
36,2,0,1,0,-5597,-804
36,2,0,0,0,-16115,4041
36,2,0,1,0,-8114,2720
36,2,0,2,0,3011,2755
36,2,0,0,32,7949,690
36,2,0,2,0,13974,357
37,2,0,0,0,-12333,620
37,2,0,1,0,-5443,-822
37,2,0,0,0,-15285,3661
37,2,0,1,0,-7855,2724
37,2,0,2,0,2886,2958
37,2,0,0,32,7949,690
37,2,0,2,0,13974,357
38,2,0,0,0,-12715,882
38,2,0,1,0,-5542,-760
38,2,0,0,0,-15717,3934
38,2,0,1,0,-7688,2736
38,2,0,2,0,3050,2935
38,2,0,0,32,7949,690
38,2,0,2,0,13971,366
39,2,0,0,0,-12050,698
39,2,0,1,0,-5459,-692
39,2,0,0,0,-15786,3941
39,2,0,1,0,-7357,2655
39,2,0,1,0,3383,2779
39,2,0,0,32,7949,690
39,2,0,2,0,13971,366
40,2,0,0,0,-12596,964
40,2,0,1,0,-5578,-673
40,2,0,1,0,-7196,2667
40,2,0,2,0,3561,2737
40,2,0,0,32,7949,690
40,2,0,2,0,13974,357
41,2,0,0,0,-12409,931
41,2,0,1,0,-5836,-678
41,2,0,0,0,-15972,4127
41,2,0,1,0,-7099,2633
41,2,0,2,0,3636,2745
41,2,0,0,32,7949,690
41,2,0,2,0,13971,366
42,2,0,0,0,-12045,781
42,2,0,1,0,-5623,-652
42,2,0,0,0,-15487,3878
42,2,0,1,0,-7088,2606
42,2,0,2,0,3631,2799
42,2,0,0,32,7949,690
42,2,0,2,0,13971,366
43,2,0,1,0,-5725,-676
43,2,0,0,0,-15281,3858
43,2,0,1,0,-6981,2546
43,2,0,2,0,3667,2812
43,2,0,0,32,7949,690
43,2,0,2,0,13974,357
44,2,0,1,0,-5939,-613
44,2,0,0,0,-15646,4027
44,2,0,1,0,-7034,2576
44,2,0,2,0,3747,2765
44,2,0,0,32,7949,690
44,2,0,2,0,13974,357
45,2,0,1,0,-6061,-593
45,2,0,0,0,-15508,4013
45,2,0,1,0,-6885,2512
45,2,0,2,0,3728,2768
45,2,0,0,32,7949,690
45,2,0,2,0,13974,357
46,2,0,1,0,-6080,-549
46,2,0,0,0,-14454,3937
46,2,0,1,0,-6949,2569
46,2,0,2,0,3849,2680
46,2,0,0,32,7949,690
46,2,0,2,0,13971,366
47,2,0,1,0,-6089,-437
47,2,0,0,0,-7438,453
47,2,0,0,0,-14475,3972
47,2,0,1,0,-7112,2763
47,2,0,2,0,3723,2823
47,2,0,0,32,7949,690
47,2,0,2,0,13966,366
48,2,0,0,0,-14342,1888
48,2,0,1,0,-5909,-412
48,2,0,0,0,-14559,4110
48,2,0,1,0,-7286,2883
48,2,0,2,0,3577,2952
48,2,0,0,32,7949,690
48,2,0,2,0,13966,366
49,2,0,1,0,-6358,-349
49,2,0,0,0,-14512,4236
49,2,0,0,0,-7619,3073
49,2,0,2,0,3619,2909
49,2,0,0,32,7949,690
49,2,0,2,0,13966,366
50,2,0,0,0,-14154,1878
50,2,0,1,0,-6377,-303
50,2,0,0,0,-15088,4465
50,2,0,1,0,-7756,3193
50,2,0,2,0,3797,2830
50,2,0,0,32,7949,690
50,2,0,2,0,13962,366
51,2,0,0,0,-13092,1501
51,2,0,1,0,-6060,-233
51,2,0,0,0,-16107,5062
51,2,0,0,0,-7985,3325
51,2,0,2,0,3797,2830
51,2,0,0,32,7949,690
51,2,0,2,0,13962,366
52,2,0,0,0,-12934,1523
52,2,0,1,0,-5871,-233
52,2,0,0,0,-15917,4970
52,2,0,0,0,-8160,3425
52,2,0,2,0,3835,2825
52,2,0,0,32,7949,690
52,2,0,2,0,13962,366
53,2,0,0,0,-13147,1591
53,2,0,1,0,-8108,243
53,2,0,0,0,-5787,-255
53,2,0,0,0,-15728,4980
53,2,0,1,0,-8290,3521
53,2,0,2,0,3961,2665
53,2,0,0,32,7949,690
53,2,0,2,0,13962,366
54,2,0,0,0,-12724,1457
54,2,0,0,0,-9545,670
54,2,0,1,0,-5518,-275
54,2,0,1,0,-8010,3381
54,2,0,2,0,3938,2722
54,2,0,0,32,7949,690
54,2,0,2,0,13962,366
55,2,0,0,0,-12419,1415
55,2,0,1,0,-5111,-295
55,2,0,0,0,-15610,5000
55,2,0,1,0,-7792,3278
55,2,0,2,0,3914,2778
55,2,0,0,32,7949,690
55,2,0,2,0,13957,366
56,2,0,0,0,-12125,1290
56,2,0,1,0,-5263,-274
56,2,0,0,0,-15680,5008
56,2,0,1,0,-7747,3273
56,2,0,2,0,3989,2768
56,2,0,0,32,7949,690
56,2,0,2,0,13957,366
57,2,0,0,0,-12419,1415
57,2,0,1,0,-5227,-274
57,2,0,0,0,-15470,4982
57,2,0,1,0,-7633,3208
57,2,0,2,0,3945,2845
57,2,0,0,32,7949,690
57,2,0,2,0,13952,367
58,2,0,0,0,-12454,1474
58,2,0,1,0,-7902,265
58,2,0,0,0,-5490,-253
58,2,0,1,0,-7693,3348
58,2,0,2,0,4120,2732
58,2,0,0,32,7949,690
58,2,0,2,0,13952,367
59,2,0,0,0,-12755,1603
59,2,0,1,0,-5299,-274
59,2,0,0,0,-15446,5047
59,2,0,1,0,-7819,3442
59,2,0,2,0,4156,2727
59,2,0,0,32,7949,690
59,2,0,2,0,13952,367
60,2,0,0,0,-12908,1668
60,2,0,1,0,-5353,-230
60,2,0,0,0,-7226,3140
60,2,0,2,0,4190,2757
60,2,0,0,32,7949,690
60,2,0,2,0,13952,367
61,2,0,0,0,-12472,1504
61,2,0,1,0,-5508,-209
61,2,0,1,0,-7196,3268
61,2,0,2,0,4246,2732
61,2,0,0,32,7937,703
61,2,0,2,0,13949,375
62,2,0,0,0,-9884,677
62,2,0,1,0,-5666,-276
62,2,0,0,0,-15122,5039
62,2,0,0,0,-6945,3059
62,2,0,2,0,4207,2773
62,2,0,0,32,7937,703
62,2,0,2,0,13949,375
63,2,0,1,0,-5121,-360
63,2,0,0,0,-14986,5022
63,2,0,0,0,-6796,2993
63,2,0,2,0,4226,2752
63,2,0,0,32,7937,703
63,2,0,2,0,13949,375
64,2,0,1,0,-5094,-338
64,2,0,0,0,-6733,3038
64,2,0,2,0,4187,2793
64,2,0,0,32,7937,703
64,2,0,2,0,13949,375
65,2,0,1,0,-5165,-339
65,2,0,0,0,-6881,3001
65,2,0,2,0,4169,2796
65,2,0,0,32,7937,703
65,2,0,2,0,13949,375
66,2,0,1,0,-5193,-361
66,2,0,0,0,-6681,3110
66,2,0,2,0,4150,2798
66,2,0,0,32,7937,703
66,2,0,2,0,13949,375
67,2,0,1,0,-5193,-361
67,2,0,0,0,-6991,3273
67,2,0,2,0,4110,2839
67,2,0,0,32,7937,703
67,2,0,2,0,13949,375
68,2,0,1,0,-5138,-317
68,2,0,0,0,-7308,3440
68,2,0,2,0,4133,2783
68,2,0,0,32,7949,690
68,2,0,2,0,13949,375
69,2,0,1,0,-5201,-339
69,2,0,0,0,-14753,5260
69,2,0,0,0,-6969,3218
69,2,0,2,0,4092,2842
69,2,0,0,32,7949,690
69,2,0,2,0,13954,375
70,2,0,1,0,-5299,-274
70,2,0,0,0,-14552,5233
70,2,0,0,0,-6926,3214
70,2,0,2,0,4207,2773
70,2,0,0,32,7937,703
70,2,0,2,0,13949,375
71,2,0,1,0,-5183,-295
71,2,0,0,0,-16344,6184
71,2,0,0,0,-7111,3365
71,2,0,2,0,4308,2637
71,2,0,0,32,7937,703
71,2,0,2,0,13949,375
72,2,0,1,0,-5255,-296
72,2,0,0,0,-7692,3753
72,2,0,2,0,4441,2515
72,2,0,0,32,7937,703
72,2,0,2,0,13949,375
73,2,0,0,0,-13401,2199
73,2,0,1,0,-5101,-229
73,2,0,0,0,-7388,3636
73,2,0,2,0,4538,2401
73,2,0,0,32,7937,703
73,2,0,2,0,13949,375
74,2,0,0,0,-14340,2658
74,2,0,1,0,-5021,-251
74,2,0,0,0,-7005,3512
74,2,0,2,0,4575,2362
74,2,0,0,32,7937,703
74,2,0,2,0,13944,375
75,2,0,1,0,-5145,-207
75,2,0,0,0,-16051,6139
75,2,0,0,0,-6568,3332
75,2,0,2,0,4865,2111
75,2,0,0,32,7937,703
75,2,0,2,0,13949,375
76,2,0,1,0,-5281,-230
76,2,0,0,0,-16124,6150
76,2,0,0,0,-6288,3224
76,2,0,2,0,4991,1966
76,2,0,0,32,7937,703
76,2,0,2,0,13946,384
77,2,0,1,0,-4969,-294
77,2,0,0,0,-5705,3011
77,2,0,2,0,4974,1968
77,2,0,0,32,7937,703
77,2,0,2,0,13949,375
78,2,0,1,0,-4805,-444
78,2,0,0,0,-16099,6217
78,2,0,0,0,-5433,2884
78,2,0,2,0,5027,1914
78,2,0,0,32,7937,703
78,2,0,2,0,13954,375
79,2,0,1,0,-4640,-420
79,2,0,0,0,-16442,6450
79,2,0,1,0,-5539,2969
79,2,0,2,0,5011,1915
79,2,0,0,32,7937,703
79,2,0,2,0,13959,375
80,2,0,0,0,-13197,2246
80,2,0,1,0,-4122,-624
80,2,0,0,0,-16245,6347
80,2,0,1,0,-5616,3077
80,2,0,2,0,4924,1973
80,2,0,0,32,7937,703
80,2,0,2,0,13959,375
81,2,0,0,0,-12168,1835
81,2,0,1,0,-3562,-818
81,2,0,0,0,-15809,6172
81,2,0,0,0,-5538,3068
81,2,0,2,0,4891,1976
81,2,0,0,32,7937,703
81,2,0,2,0,13963,374
82,2,0,0,0,-11966,1767
82,2,0,1,0,-3485,-856
82,2,0,0,0,-16001,6273
82,2,0,1,0,-5576,3173
82,2,0,2,0,4837,2031
82,2,0,0,32,7937,703
82,2,0,2,0,13959,375
83,2,0,0,0,-11444,1600
83,2,0,1,0,-3308,-911
83,2,0,0,0,-15666,6150
83,2,0,1,0,-5742,3317
83,2,0,2,0,4839,1998
83,2,0,0,32,7937,703
83,2,0,2,0,13962,366
84,2,0,0,0,-11514,1631
84,2,0,1,0,-3246,-910
84,2,0,0,0,-15337,6029
84,2,0,1,0,-5881,3486
84,2,0,2,0,4842,1965
84,2,0,0,32,7937,703
84,2,0,2,0,13966,366
85,2,0,0,0,-11400,1710
85,2,0,1,0,-3259,-870
85,2,0,0,0,-14878,5788
85,2,0,1,0,-5881,3589
85,2,0,2,0,4754,2024
85,2,0,0,32,7937,703
85,2,0,2,0,13971,366
86,2,0,1,0,-3085,-925
86,2,0,0,0,-15152,5932
86,2,0,1,0,-6063,3766
86,2,0,2,0,4717,2061
86,2,0,0,32,7937,703
86,2,0,2,0,13971,366
87,2,0,0,0,-11700,1867
87,2,0,0,0,-3054,-924
87,2,0,0,0,-14944,5901
87,2,0,1,0,-5640,3662
87,2,0,2,0,4772,2005
87,2,0,0,32,7937,703
87,2,0,2,0,13991,348
88,2,0,0,0,-3488,-3224
88,2,0,0,0,-13602,2241
88,2,0,0,0,-11503,1800
88,2,0,0,0,-3273,-830
88,2,0,0,0,-14875,5890
88,2,0,0,0,-6052,3947
88,2,0,2,0,4825,1967
88,2,0,0,32,7949,703
88,2,0,2,0,13991,348
89,2,0,0,0,-3083,-3233
89,2,0,0,0,-13967,2447
89,2,0,0,0,-11989,1998
89,2,0,1,0,-3293,-770
89,2,0,0,0,-14628,5784
89,2,0,0,0,-5798,3888
89,2,0,2,0,4843,1949
89,2,0,0,32,7960,689
89,2,0,2,0,13993,357
90,2,0,0,0,-3203,-3156
90,2,0,0,0,-13405,2109
90,2,0,0,0,-11661,1894
90,2,0,0,0,-3275,-730
90,2,0,0,0,-14250,5661
90,2,0,0,0,-5909,4085
90,2,0,2,0,4824,1984
90,2,0,0,32,7960,689
90,2,0,2,0,13996,348
91,2,0,2,0,-3110,-3073
91,2,0,0,0,-14642,2648
91,2,0,0,0,-3151,-727
91,2,0,0,0,-13646,5439
91,2,0,0,0,-5518,3954
91,2,0,2,0,4806,2002
91,2,0,0,32,7960,689
91,2,0,2,0,14012,356
92,2,0,0,0,-3250,-2942
92,2,0,0,0,-13292,1924
92,2,0,0,0,-3129,-606
92,2,0,0,0,-13775,5457
92,2,0,0,0,-5419,3992
92,2,0,2,0,4857,1980
92,2,0,0,32,7949,690
92,2,0,2,0,14017,356
93,2,0,2,0,-3563,-2768
93,2,0,0,0,-12876,1901
93,2,0,0,0,-10861,1766
93,2,0,1,0,-3095,-424
93,2,0,0,0,-13690,5412
93,2,0,1,0,-5350,4009
93,2,0,2,0,4857,1980
93,2,0,0,32,7949,690
93,2,0,2,0,14018,364
94,2,0,2,0,-3841,-2624
94,2,0,0,0,-10689,1730
94,2,0,1,0,-2972,-422
94,2,0,0,0,-13293,5225
94,2,0,1,0,-5174,4036
94,2,0,2,0,4875,1962
94,2,0,0,32,7949,690
94,2,0,2,0,14024,347
95,2,0,2,0,-3879,-2608
95,2,0,0,0,-11760,1501
95,2,0,0,0,-10466,1499
95,2,0,1,0,-2917,-401
95,2,0,0,0,-13149,5172
95,2,0,0,0,-5142,4159
95,2,0,2,0,4944,1922
95,2,0,0,32,7949,690
95,2,0,2,0,14027,339
96,2,0,2,0,-3682,-2704
96,2,0,0,0,-10598,1560
96,2,0,1,0,-2981,-301
96,2,0,0,0,-12592,4776
96,2,0,1,0,-4733,4025
96,2,0,2,0,4925,1957
96,2,0,0,32,7949,690
96,2,0,2,0,14041,338
97,2,0,0,0,-4731,-2226
97,2,0,0,0,-9933,1421
97,2,0,1,0,-3069,-220
97,2,0,0,0,-13168,5207
97,2,0,0,0,-4589,4131
97,2,0,2,0,4942,1955
97,2,0,0,32,7949,690
97,2,0,2,0,14046,338
98,2,0,0,0,-4580,-2175
98,2,0,0,0,-10219,1597
98,2,0,1,0,-3040,-118
98,2,0,0,0,-13168,5207
98,2,0,0,0,-4151,3968
98,2,0,2,0,4977,1919
98,2,0,0,32,7949,690
98,2,0,2,0,14066,321
99,2,0,2,0,-3696,-2324
99,2,0,0,0,-10133,1620
99,2,0,1,0,-2731,-218
99,2,0,0,0,-12802,5059
99,2,0,0,0,-3872,3954
99,2,0,2,0,5048,1847
99,2,0,0,32,7949,690
99,2,0,2,0,14059,354
100,2,0,2,0,-3445,-2228
100,2,0,0,0,-9855,1552
100,2,0,0,0,-12963,5146
100,2,0,1,0,-2162,-334
100,2,0,0,0,-3719,4005
100,2,0,2,0,5063,1861
100,2,0,0,32,7949,690
100,2,0,2,0,14073,353
101,2,0,2,0,-3461,-2096
101,2,0,0,0,-9784,1602
101,2,0,0,0,-12963,5146
101,2,0,1,0,-1977,-274
101,2,0,0,0,-3758,4134
101,2,0,2,0,5165,1787
101,2,0,0,32,7960,689
101,2,0,2,0,14056,362
102,2,0,2,0,-3365,-2012
102,2,0,0,0,-9637,1595
102,2,0,0,0,-13352,5331
102,2,0,1,0,-1584,-367
102,2,0,0,0,-4017,4422
102,2,0,2,0,5216,1734
102,2,0,0,32,7960,689
102,2,0,2,0,14053,370
103,2,0,1,0,-3436,-1901
103,2,0,0,0,-9526,1563
103,2,0,0,0,-13309,5357
103,2,0,1,0,-1332,-384
103,2,0,0,0,-3869,4499
103,2,0,2,0,5248,1731
103,2,0,0,32,7960,689
103,2,0,2,0,14047,387
104,2,0,2,0,-2683,-2133
104,2,0,2,0,-9292,1472
104,2,0,0,0,-12920,5172
104,2,0,1,0,-1158,-325
104,2,0,0,0,-3557,4473
104,2,0,2,0,5314,1693
104,2,0,0,32,7972,689
104,2,0,2,0,14047,387
105,2,0,1,0,-1906,-2398
105,2,0,2,0,-9123,1412
105,2,0,0,0,-13495,5483
105,2,0,1,0,-1071,-249
105,2,0,0,0,-3463,4607
105,2,0,2,0,5248,1731
105,2,0,0,32,7972,689
105,2,0,2,0,14059,378
106,2,0,2,0,-1428,-2531
106,2,0,2,0,-8790,1293
106,2,0,0,0,-12708,4887
106,2,0,1,0,-1149,-154
106,2,0,0,0,-3118,4549
106,2,0,2,0,5282,1696
106,2,0,0,32,7972,689
106,2,0,2,0,14085,410
107,2,0,2,0,-929,-2621
107,2,0,2,0,-9002,1354
107,2,0,0,0,-13392,5402
107,2,0,1,0,-1309,37
107,2,0,0,0,-3067,4712
107,2,0,2,0,5265,1714
107,2,0,0,32,7960,689
107,2,0,2,0,14099,476
108,2,0,2,0,-1126,-2383
108,2,0,0,0,-13203,5375
108,2,0,1,0,-1133,94
108,2,0,1,0,-2906,4832
108,2,0,2,0,5331,1676
108,2,0,0,32,7960,689
108,2,0,2,0,14137,498
109,2,0,2,0,-882,-2327
109,2,0,0,0,-13101,5295
109,2,0,1,0,-1171,133
109,2,0,1,0,-2908,4955
109,2,0,2,0,5426,1667
109,2,0,0,32,7972,689
109,2,0,2,0,14190,422
110,2,0,2,0,-10552,2139
110,2,0,2,0,-822,-2167
110,2,0,0,0,-12718,5112
110,2,0,1,0,-1174,249
110,2,0,1,0,-2729,5120
110,2,0,2,0,5489,1646
110,2,0,0,32,7972,689
110,2,0,2,0,14197,454
111,2,0,2,0,-9387,1663
111,2,0,2,0,-46,-2484
111,2,0,0,0,-12462,4949
111,2,0,1,0,-569,52
111,2,0,1,0,-2984,5470
111,2,0,2,0,5599,1620
111,2,0,0,32,7972,689
111,2,0,2,0,14225,412
112,2,0,0,0,-11232,2554
112,2,0,2,0,54,-2507
112,2,0,0,0,-12152,4781
112,2,0,1,0,-183,31
112,2,0,0,32,-56,798
112,2,0,1,0,-2740,5521
112,2,0,2,0,5580,1684
112,2,0,0,32,7960,689
112,2,0,2,0,14215,453
113,2,0,0,0,-11335,2648
113,2,0,2,0,146,-2498
113,2,0,0,0,-12111,4807
113,2,0,1,0,-4,12
113,2,0,0,32,64,812
113,2,0,1,0,-2373,5446
113,2,0,2,0,5658,1677
113,2,0,0,32,7960,689
113,2,0,2,0,14216,478
114,2,0,2,0,-43,-2303
114,2,0,0,0,-12499,5018
114,2,0,1,0,439,-25
114,2,0,0,0,-1971,5315
114,2,0,2,0,5670,1738
114,2,0,0,32,7983,675
114,2,0,2,0,14237,427
115,2,0,0,0,-12457,5044
115,2,0,1,0,581,-25
115,2,0,0,32,333,934
115,2,0,0,0,-1514,5150
115,2,0,2,0,5719,1672
115,2,0,0,32,7983,675
115,2,0,2,0,14246,386
116,2,0,0,0,-12301,4959
116,2,0,1,0,583,189
116,2,0,0,0,-1342,5163
116,2,0,2,0,5688,1690
116,2,0,0,32,7972,689
116,2,0,2,0,14275,353
117,2,0,0,0,-12733,911
117,2,0,0,0,-10281,2288
117,2,0,0,0,-12260,4985
117,2,0,1,0,824,151
117,2,0,0,0,-920,5195
117,2,0,2,0,5701,1735
117,2,0,0,32,7960,689
117,2,0,2,0,14319,327
118,2,0,0,0,-12640,852
118,2,0,0,0,-10766,2548
118,2,0,0,0,-2914,-219
118,2,0,0,0,-12416,5070
118,2,0,1,0,1179,77
118,2,0,0,0,-1243,5622
118,2,0,2,0,5731,1732
118,2,0,0,32,7949,690
118,2,0,2,0,14324,351
119,2,0,0,0,-12127,644
119,2,0,2,0,-8737,1655
119,2,0,2,0,-1403,-818
119,2,0,0,0,-12615,5129
119,2,0,1,0,837,438
119,2,0,0,0,-829,5554
119,2,0,2,0,5617,1885
119,2,0,0,32,7949,690
119,2,0,2,0,14374,317
120,2,0,0,0,-11545,386
120,2,0,2,0,-8161,1471
120,2,0,2,0,-1306,-778
120,2,0,1,0,672,679
120,2,0,0,32,857,1171
120,2,0,0,0,-1377,6215
120,2,0,2,0,5517,2038
120,2,0,0,32,7960,689
120,2,0,2,0,14429,306
121,2,0,0,0,-11630,442
121,2,0,2,0,-7828,1405
121,2,0,2,0,523,-1396
121,2,0,1,0,646,809
121,2,0,0,32,998,1164
121,2,0,0,0,-630,5938
121,2,0,2,0,5467,2092
121,2,0,0,32,7972,715
121,2,0,2,0,14454,377
122,2,0,0,0,-11700,470
122,2,0,2,0,-7697,1399
122,2,0,2,0,843,-1395
122,2,0,1,0,568,961
122,2,0,0,32,974,1165
122,2,0,0,0,-534,6011
122,2,0,2,0,5493,2201
122,2,0,0,32,7961,728
122,2,0,2,0,14505,335
123,2,0,2,0,-7277,1305
123,2,0,2,0,1010,-1337
123,2,0,1,0,656,995
123,2,0,0,32,1110,1176
123,2,0,0,0,2,5764
123,2,0,2,0,5407,2325
123,2,0,0,32,7984,701
123,2,0,2,0,14547,365
124,2,0,0,0,-11950,530
124,2,0,2,0,-7246,1328
124,2,0,0,0,-12255,5079
124,2,0,2,0,839,-1162
124,2,0,1,0,482,1267
124,2,0,0,32,1268,1186
124,2,0,0,0,-329,6224
124,2,0,2,0,5442,2272
124,2,0,0,32,7972,715
124,2,0,2,0,14611,292
125,2,0,0,0,-11934,502
125,2,0,2,0,-7601,1470
125,2,0,0,0,-11797,4828
125,2,0,2,0,1223,-1079
125,2,0,1,0,608,1355
125,2,0,0,32,1371,1235
125,2,0,0,0,20,6088
125,2,0,2,0,5384,2166
125,2,0,0,32,7961,728
125,2,0,2,0,14657,274
126,2,0,2,0,-7569,1493
126,2,0,0,0,-11353,4583
126,2,0,2,0,1223,-963
126,2,0,1,0,537,1474
126,2,0,0,0,383,5974
126,2,0,2,0,5410,2276
126,2,0,0,32,7950,742
126,2,0,2,0,14692,319
127,2,0,0,0,-11088,140
127,2,0,0,0,-11241,4569
127,2,0,2,0,1105,-698
127,2,0,1,0,804,1570
127,2,0,2,0,5477,2203
127,2,0,0,32,7950,742
127,2,0,2,0,14741,264
128,2,0,0,0,-4906,-2480
128,2,0,2,0,-6953,1315
