frame,camnum,id,team,cls,x,y
22,4,0,0,32,1461,460
22,4,0,2,0,2000,440
22,4,0,0,0,2018,136
22,4,0,1,0,2156,246
22,4,0,0,0,2230,163
22,4,0,0,0,2310,205
22,4,0,1,0,2369,317
22,4,0,0,0,2471,248
23,4,0,2,0,607,719
23,4,0,0,32,1461,460
23,4,0,2,0,2001,442
23,4,0,0,0,2018,135
23,4,0,1,0,2156,250
23,4,0,0,0,2228,160
23,4,0,0,0,2313,210
23,4,0,1,0,2370,319
23,4,0,0,0,2470,252
24,4,0,2,0,607,719
24,4,0,0,32,1461,460
24,4,0,2,0,2008,446
24,4,0,0,0,2019,135
24,4,0,1,0,2158,249
24,4,0,0,0,2228,160
24,4,0,0,0,2312,212
24,4,0,1,0,2371,318
24,4,0,0,0,2470,258
25,4,0,2,0,607,719
25,4,0,0,32,1461,460
25,4,0,2,0,2008,446
25,4,0,0,0,2020,137
25,4,0,1,0,2158,247
25,4,0,0,0,2226,163
25,4,0,0,0,2318,220
25,4,0,1,0,2380,327
25,4,0,0,0,2471,262
26,4,0,2,0,607,719
26,4,0,0,32,1461,460
26,4,0,2,0,2012,444
26,4,0,0,0,2022,141
26,4,0,1,0,2159,249
26,4,0,0,0,2223,166
26,4,0,0,0,2316,209
26,4,0,1,0,2386,330
26,4,0,0,0,2471,261
27,4,0,2,0,607,719
27,4,0,0,32,1461,460
27,4,0,2,0,2012,446
27,4,0,0,0,2021,140
27,4,0,1,0,2158,245
27,4,0,0,0,2222,166
27,4,0,0,0,2322,209
27,4,0,1,0,2390,326
27,4,0,0,0,2476,262
28,4,0,2,0,607,719
28,4,0,0,32,1461,460
28,4,0,2,0,2010,446
28,4,0,0,0,2020,141
28,4,0,1,0,2158,247
28,4,0,0,0,2219,165
28,4,0,0,0,2324,213
28,4,0,1,0,2392,318
28,4,0,0,0,2478,261
29,4,0,2,0,607,719
29,4,0,0,32,1461,460
29,4,0,2,0,2008,448
29,4,0,0,0,2020,143
29,4,0,1,0,2158,248
29,4,0,0,0,2218,154
29,4,0,0,0,2324,216
29,4,0,1,0,2393,317
29,4,0,0,0,2480,263
30,4,0,2,0,607,719
30,4,0,0,32,1461,460
30,4,0,0,0,2008,450
30,4,0,0,0,2021,145
30,4,0,1,0,2158,250
30,4,0,0,0,2217,153
30,4,0,0,0,2324,215
30,4,0,1,0,2396,319
30,4,0,0,0,2482,262
31,4,0,2,0,606,719
31,4,0,0,32,1461,460
31,4,0,0,0,2010,453
31,4,0,2,0,2022,146
31,4,0,1,0,2156,252
31,4,0,0,0,2214,147
31,4,0,0,0,2324,216
31,4,0,1,0,2396,325
31,4,0,0,0,2484,263
32,4,0,2,0,606,719
32,4,0,0,32,1461,460
32,4,0,2,0,2012,457
32,4,0,0,0,2022,147
32,4,0,1,0,2156,257
32,4,0,0,0,2212,149
32,4,0,0,0,2326,219
32,4,0,1,0,2396,331
32,4,0,0,0,2484,264
33,4,0,2,0,606,719
33,4,0,0,32,1461,460
33,4,0,2,0,2011,461
33,4,0,0,0,2022,148
33,4,0,1,0,2156,258
33,4,0,0,0,2205,157
33,4,0,0,0,2326,217
33,4,0,1,0,2396,333
33,4,0,0,0,2484,266
34,4,0,2,0,606,719
34,4,0,0,32,1461,460
34,4,0,2,0,2012,465
34,4,0,0,0,2024,149
34,4,0,1,0,2156,254
34,4,0,0,0,2204,163
34,4,0,0,0,2328,218
34,4,0,1,0,2398,334
34,4,0,0,0,2482,265
35,4,0,2,0,606,719
35,4,0,0,32,1461,460
35,4,0,0,0,2010,467
35,4,0,0,0,2022,149
35,4,0,1,0,2158,257
35,4,0,0,0,2201,163
35,4,0,0,0,2328,217
35,4,0,1,0,2402,335
35,4,0,0,0,2482,266
36,4,0,2,0,606,719
36,4,0,0,32,1461,460
36,4,0,2,0,2010,465
36,4,0,0,0,2022,150
36,4,0,1,0,2159,258
36,4,0,0,0,2204,171
36,4,0,0,0,2328,217
36,4,0,1,0,2404,337
36,4,0,0,0,2482,265
37,4,0,2,0,606,719
37,4,0,0,32,1461,460
37,4,0,2,0,2010,466
37,4,0,2,0,2022,151
37,4,0,1,0,2159,259
37,4,0,0,0,2202,158
37,4,0,0,0,2328,219
37,4,0,1,0,2405,337
37,4,0,0,0,2483,266
38,4,0,2,0,606,719
38,4,0,0,32,1461,460
38,4,0,2,0,2007,467
38,4,0,0,0,2021,152
38,4,0,1,0,2158,259
38,4,0,0,0,2326,222
38,4,0,1,0,2408,338
38,4,0,0,0,2482,267
39,4,0,2,0,606,719
39,4,0,0,32,1461,460
39,4,0,2,0,2004,466
39,4,0,0,0,2020,153
39,4,0,1,0,2159,259
39,4,0,0,0,2326,218
39,4,0,1,0,2412,338
39,4,0,0,0,2482,266
40,4,0,2,0,606,719
40,4,0,0,32,1461,460
40,4,0,2,0,2002,467
40,4,0,0,0,2018,155
40,4,0,1,0,2157,256
40,4,0,0,0,2325,214
40,4,0,1,0,2414,337
40,4,0,0,0,2479,265
41,4,0,2,0,606,719
41,4,0,0,32,1461,460
41,4,0,2,0,1999,470
41,4,0,0,0,2018,155
41,4,0,0,0,2156,257
41,4,0,0,0,2196,146
41,4,0,0,0,2324,215
41,4,0,1,0,2414,338
41,4,0,0,0,2476,265
42,4,0,2,0,606,719
42,4,0,0,32,1461,460
42,4,0,2,0,1994,468
42,4,0,0,0,2018,154
42,4,0,0,0,2157,255
42,4,0,0,0,2196,146
42,4,0,0,0,2324,216
42,4,0,1,0,2414,339
42,4,0,0,0,2474,267
43,4,0,2,0,607,719
43,4,0,0,32,1461,460
43,4,0,2,0,1990,466
43,4,0,0,0,2018,156
43,4,0,1,0,2158,254
43,4,0,0,0,2196,142
43,4,0,0,0,2322,218
43,4,0,1,0,2414,339
43,4,0,0,0,2471,268
44,4,0,2,0,607,719
44,4,0,0,32,1461,460
44,4,0,2,0,1986,465
44,4,0,0,0,2018,157
44,4,0,1,0,2157,261
44,4,0,0,0,2196,138
44,4,0,0,0,2320,223
44,4,0,1,0,2416,339
44,4,0,0,0,2469,272
45,4,0,2,0,607,719
45,4,0,0,32,1461,460
45,4,0,2,0,1972,466
45,4,0,0,0,2018,160
45,4,0,1,0,2160,261
45,4,0,0,0,2322,218
45,4,0,1,0,2416,341
45,4,0,0,0,2442,332
45,4,0,0,0,2466,275
46,4,0,2,0,607,719
46,4,0,0,32,1461,460
46,4,0,2,0,1964,465
46,4,0,0,0,2017,162
46,4,0,1,0,2160,263
46,4,0,0,0,2318,211
46,4,0,1,0,2414,336
46,4,0,0,0,2466,268
47,4,0,2,0,607,719
47,4,0,0,32,1461,460
47,4,0,2,0,1956,466
47,4,0,0,0,2016,159
47,4,0,0,0,2156,269
47,4,0,0,0,2316,213
47,4,0,1,0,2416,335
47,4,0,0,0,2465,271
48,4,0,2,0,607,719
48,4,0,0,32,1461,460
48,4,0,2,0,1950,469
48,4,0,2,0,2014,163
48,4,0,0,0,2154,272
48,4,0,0,0,2314,214
48,4,0,1,0,2418,335
49,4,0,2,0,607,719
49,4,0,0,32,1461,460
49,4,0,2,0,1946,469
49,4,0,2,0,2014,162
49,4,0,1,0,2151,271
49,4,0,0,0,2182,148
49,4,0,0,0,2313,216
49,4,0,1,0,2420,338
50,4,0,2,0,607,719
50,4,0,0,32,1461,460
50,4,0,2,0,1943,472
50,4,0,2,0,2012,160
50,4,0,1,0,2150,272
50,4,0,0,0,2312,215
50,4,0,1,0,2420,338
51,4,0,2,0,604,719
51,4,0,0,32,1461,464
51,4,0,2,0,1940,476
51,4,0,0,0,2012,164
51,4,0,1,0,2149,271
51,4,0,0,0,2174,159
51,4,0,0,0,2310,216
51,4,0,1,0,2423,339
52,4,0,2,0,604,719
52,4,0,0,32,1461,464
52,4,0,2,0,1940,478
52,4,0,0,0,2008,162
52,4,0,1,0,2146,270
52,4,0,0,0,2174,154
52,4,0,0,0,2303,227
52,4,0,1,0,2422,341
53,4,0,2,0,604,718
53,4,0,0,32,1461,464
53,4,0,2,0,1936,475
53,4,0,0,0,2008,165
53,4,0,1,0,2146,271
53,4,0,0,0,2302,223
53,4,0,1,0,2420,344
54,4,0,2,0,604,719
54,4,0,0,32,1461,464
54,4,0,2,0,1930,469
54,4,0,0,0,2008,168
54,4,0,1,0,2146,270
54,4,0,0,0,2300,227
54,4,0,1,0,2420,345
55,4,0,2,0,604,719
55,4,0,0,32,1461,464
55,4,0,2,0,1922,469
55,4,0,0,0,2003,171
55,4,0,1,0,2140,263
55,4,0,0,0,2296,225
55,4,0,0,0,2422,347
56,4,0,2,0,604,719
56,4,0,0,32,1460,464
56,4,0,2,0,1918,472
56,4,0,0,0,2002,174
56,4,0,1,0,2136,266
56,4,0,0,0,2296,222
56,4,0,1,0,2424,346
57,4,0,2,0,604,719
57,4,0,0,32,1461,464
57,4,0,2,0,1913,466
57,4,0,0,0,2000,182
57,4,0,1,0,2130,270
57,4,0,0,0,2296,222
57,4,0,0,0,2424,346
58,4,0,2,0,605,719
58,4,0,0,32,1461,464
58,4,0,2,0,1910,465
58,4,0,2,0,2000,171
58,4,0,1,0,2126,269
58,4,0,0,0,2162,155
58,4,0,0,0,2296,219
58,4,0,0,32,2294,255
58,4,0,0,0,2435,350
59,4,0,2,0,605,719
59,4,0,0,32,1461,464
59,4,0,2,0,1900,465
59,4,0,2,0,1998,169
59,4,0,1,0,2120,273
59,4,0,0,0,2160,156
59,4,0,0,32,2278,256
59,4,0,0,0,2293,216
59,4,0,0,0,2428,349
60,4,0,2,0,605,719
60,4,0,0,32,1461,464
60,4,0,2,0,1892,464
60,4,0,0,0,1996,173
60,4,0,1,0,2114,266
60,4,0,0,0,2158,152
60,4,0,0,32,2256,256
60,4,0,0,0,2291,209
60,4,0,0,0,2426,348
60,4,0,0,0,2466,300
61,4,0,2,0,605,719
61,4,0,0,32,1461,464
61,4,0,2,0,1882,471
61,4,0,0,0,1996,173
61,4,0,1,0,2112,268
61,4,0,0,0,2158,156
61,4,0,0,32,2238,255
61,4,0,0,0,2288,208
61,4,0,1,0,2426,350
61,4,0,0,0,2468,300
62,4,0,2,0,606,719
62,4,0,0,32,1461,465
62,4,0,2,0,1873,472
62,4,0,0,0,1994,174
62,4,0,1,0,2112,265
62,4,0,0,0,2156,154
62,4,0,0,32,2222,259
62,4,0,0,0,2284,215
62,4,0,1,0,2424,353
62,4,0,0,0,2471,303
63,4,0,2,0,606,719
63,4,0,0,32,1460,465
63,4,0,2,0,1859,465
63,4,0,2,0,1991,180
63,4,0,1,0,2112,272
63,4,0,0,0,2154,156
63,4,0,0,32,2206,256
63,4,0,0,0,2283,211
63,4,0,1,0,2424,355
63,4,0,0,0,2448,338
63,4,0,0,0,2472,295
64,4,0,2,0,606,719
64,4,0,0,32,1460,465
64,4,0,2,0,1854,466
64,4,0,2,0,1990,177
64,4,0,1,0,2110,264
64,4,0,0,0,2151,173
64,4,0,0,32,2185,257
64,4,0,0,0,2279,212
64,4,0,1,0,2424,359
64,4,0,0,0,2458,323
64,4,0,0,0,2472,289
65,4,0,2,0,606,719
65,4,0,0,32,1461,465
65,4,0,2,0,1850,465
65,4,0,2,0,1988,180
65,4,0,1,0,2104,267
65,4,0,0,0,2147,167
65,4,0,0,0,2280,210
65,4,0,1,0,2423,359
65,4,0,0,0,2458,309
65,4,0,0,0,2474,284
66,4,0,2,0,605,719
66,4,0,0,32,1461,465
66,4,0,2,0,1844,463
66,4,0,2,0,1986,176
66,4,0,1,0,2095,265
66,4,0,0,0,2150,145
66,4,0,0,0,2277,212
66,4,0,1,0,2423,360
66,4,0,0,0,2420,228
66,4,0,0,0,2475,280
67,4,0,2,0,605,719
67,4,0,0,32,1461,465
67,4,0,2,0,1840,473
67,4,0,2,0,1984,181
67,4,0,0,0,2088,268
67,4,0,0,0,2138,149
67,4,0,0,0,2273,212
67,4,0,0,0,2425,362
67,4,0,0,0,2476,279
68,4,0,2,0,606,719
68,4,0,0,32,1461,465
68,4,0,2,0,1839,462
68,4,0,0,0,1980,180
68,4,0,2,0,2081,272
68,4,0,0,0,2136,152
68,4,0,0,0,2272,209
68,4,0,1,0,2424,363
68,4,0,0,0,2420,228
68,4,0,0,0,2476,279
69,4,0,2,0,606,719
69,4,0,0,32,1460,463
69,4,0,2,0,1834,460
69,4,0,0,0,1975,183
69,4,0,1,0,2078,270
69,4,0,0,0,2133,148
69,4,0,0,0,2268,206
69,4,0,1,0,2423,363
69,4,0,0,0,2420,230
69,4,0,0,0,2476,277
70,4,0,2,0,605,719
70,4,0,0,32,1460,463
70,4,0,2,0,1830,457
70,4,0,2,0,1972,183
70,4,0,1,0,2074,266
70,4,0,0,0,2134,153
70,4,0,0,0,2264,209
70,4,0,0,0,2418,227
70,4,0,0,0,2422,363
70,4,0,0,0,2476,276
71,4,0,2,0,605,719
71,4,0,0,32,1460,463
71,4,0,2,0,1824,455
71,4,0,2,0,1971,185
71,4,0,1,0,2070,268
71,4,0,0,0,2135,152
71,4,0,0,0,2262,208
71,4,0,0,0,2420,362
71,4,0,0,0,2476,277
72,4,0,2,0,604,719
72,4,0,0,32,1460,465
72,4,0,2,0,1823,455
72,4,0,2,0,1970,189
72,4,0,1,0,2068,267
72,4,0,0,0,2133,150
72,4,0,0,0,2258,207
72,4,0,0,0,2420,361
72,4,0,0,0,2476,276
73,4,0,2,0,604,719
73,4,0,0,32,1460,463
73,4,0,2,0,1821,458
73,4,0,2,0,1968,191
73,4,0,1,0,2066,268
73,4,0,0,0,2132,150
73,4,0,0,0,2254,209
73,4,0,0,0,2410,272
73,4,0,0,0,2419,361
73,4,0,0,0,2477,277
74,4,0,2,0,604,719
74,4,0,0,32,1460,463
74,4,0,2,0,1820,459
74,4,0,2,0,1965,192
74,4,0,1,0,2063,268
74,4,0,0,0,2132,155
74,4,0,0,0,2252,208
74,4,0,0,0,2416,362
74,4,0,0,0,2475,278
75,4,0,2,0,604,719
75,4,0,0,32,1460,463
75,4,0,2,0,1820,459
75,4,0,2,0,1963,200
75,4,0,1,0,2062,268
75,4,0,0,0,2130,151
75,4,0,0,0,2251,207
75,4,0,2,0,2410,295
75,4,0,0,0,2416,366
75,4,0,0,0,2474,279
76,4,0,2,0,604,720
76,4,0,0,32,1461,465
76,4,0,2,0,1818,461
76,4,0,2,0,1960,204
76,4,0,1,0,2059,265
76,4,0,0,0,2127,150
76,4,0,0,0,2246,206
76,4,0,1,0,2408,291
76,4,0,0,0,2416,367
76,4,0,0,0,2472,281
77,4,0,2,0,603,720
77,4,0,0,32,1460,463
77,4,0,2,0,1818,462
77,4,0,2,0,1958,207
77,4,0,1,0,2055,262
77,4,0,0,0,2124,148
77,4,0,0,0,2238,201
77,4,0,2,0,2404,271
77,4,0,0,0,2414,373
77,4,0,0,0,2472,279
78,4,0,2,0,603,720
78,4,0,0,32,1460,463
78,4,0,2,0,1820,464
78,4,0,2,0,1954,216
78,4,0,1,0,2052,264
78,4,0,0,0,2121,147
78,4,0,0,0,2235,205
78,4,0,0,0,2398,260
78,4,0,0,0,2412,376
78,4,0,0,0,2470,278
79,4,0,2,0,603,721
79,4,0,0,32,1460,463
79,4,0,2,0,1788,370
79,4,0,0,0,1818,464
79,4,0,2,0,1949,213
79,4,0,1,0,2049,266
79,4,0,0,0,2120,149
79,4,0,0,0,2232,204
79,4,0,0,0,2398,256
79,4,0,1,0,2412,378
79,4,0,0,0,2471,282
80,4,0,2,0,601,720
80,4,0,0,32,1460,463
80,4,0,2,0,1816,465
80,4,0,2,0,1943,213
80,4,0,1,0,2046,273
80,4,0,0,0,2118,151
80,4,0,0,0,2224,200
80,4,0,0,0,2396,267
80,4,0,1,0,2414,376
80,4,0,0,0,2470,282
81,4,0,2,0,600,721
81,4,0,0,32,1460,463
81,4,0,2,0,1814,466
81,4,0,2,0,1940,214
81,4,0,1,0,2045,269
81,4,0,0,0,2115,149
81,4,0,0,0,2218,198
81,4,0,0,0,2394,264
81,4,0,1,0,2420,382
82,4,0,2,0,599,722
82,4,0,0,32,1461,465
82,4,0,2,0,1812,467
82,4,0,2,0,1934,212
82,4,0,1,0,2044,274
82,4,0,0,0,2116,158
82,4,0,0,0,2214,199
82,4,0,0,0,2392,269
82,4,0,1,0,2422,389
83,4,0,2,0,598,721
83,4,0,0,32,1461,465
83,4,0,2,0,1803,467
83,4,0,2,0,1930,222
83,4,0,1,0,2046,271
83,4,0,0,0,2112,158
83,4,0,0,0,2210,200
83,4,0,0,0,2392,263
83,4,0,1,0,2422,396
83,4,0,0,0,2466,274
84,4,0,2,0,595,721
84,4,0,0,32,1460,463
84,4,0,2,0,1797,464
84,4,0,2,0,1927,221
84,4,0,1,0,2042,280
84,4,0,0,0,2109,158
84,4,0,0,0,2202,198
84,4,0,0,0,2389,257
84,4,0,1,0,2420,399
85,4,0,2,0,594,720
85,4,0,0,32,1460,463
85,4,0,2,0,1789,459
85,4,0,2,0,1924,218
85,4,0,1,0,2042,289
85,4,0,1,0,2108,150
85,4,0,0,0,2200,198
85,4,0,2,0,2382,272
85,4,0,1,0,2422,401
86,4,0,2,0,590,719
86,4,0,0,32,1461,465
86,4,0,2,0,1788,458
86,4,0,2,0,1920,228
86,4,0,1,0,2035,293
86,4,0,0,0,2106,150
86,4,0,0,0,2193,189
86,4,0,2,0,2380,275
86,4,0,1,0,2420,404
87,4,0,2,0,588,719
87,4,0,0,32,1461,465
87,4,0,2,0,1786,458
87,4,0,2,0,1915,229
87,4,0,1,0,2028,308
87,4,0,0,0,2104,153
87,4,0,0,0,2187,202
87,4,0,2,0,2374,278
87,4,0,1,0,2420,405
87,4,0,0,0,2456,268
88,4,0,2,0,583,718
88,4,0,0,32,1460,465
88,4,0,2,0,1784,458
88,4,0,2,0,1910,229
88,4,0,1,0,2023,314
88,4,0,0,0,2101,157
88,4,0,0,0,2184,203
88,4,0,2,0,2368,281
88,4,0,1,0,2420,405
88,4,0,0,0,2455,267
89,4,0,2,0,582,719
89,4,0,0,32,1461,465
89,4,0,2,0,1782,457
89,4,0,2,0,1905,228
89,4,0,1,0,2019,320
89,4,0,0,0,2100,158
89,4,0,0,0,2173,188
89,4,0,0,0,2364,281
89,4,0,1,0,2420,404
89,4,0,0,0,2454,264
90,4,0,2,0,579,721
90,4,0,0,32,1461,465
90,4,0,2,0,1778,456
90,4,0,2,0,1898,234
90,4,0,1,0,2020,320
90,4,0,0,0,2098,152
90,4,0,0,0,2168,194
90,4,0,0,0,2361,282
90,4,0,0,0,2421,418
90,4,0,0,0,2452,261
91,4,0,2,0,576,722
91,4,0,0,32,1461,465
91,4,0,2,0,1776,461
91,4,0,2,0,1890,245
91,4,0,1,0,2014,316
91,4,0,0,0,2096,149
91,4,0,0,0,2166,195
91,4,0,2,0,2359,281
91,4,0,1,0,2424,427
91,4,0,0,0,2448,261
92,4,0,2,0,575,721
92,4,0,0,32,1461,465
92,4,0,2,0,1779,458
92,4,0,2,0,1882,240
92,4,0,1,0,2008,319
92,4,0,1,0,2096,147
92,4,0,0,0,2156,191
92,4,0,2,0,2354,281
92,4,0,1,0,2424,439
93,4,0,2,0,576,724
93,4,0,0,32,1461,465
93,4,0,2,0,1784,460
93,4,0,2,0,1876,247
93,4,0,1,0,2005,320
93,4,0,0,0,2095,151
93,4,0,0,0,2152,191
93,4,0,2,0,2347,283
93,4,0,0,0,2423,440
94,4,0,2,0,576,725
94,4,0,0,32,1461,465
94,4,0,2,0,1787,467
94,4,0,2,0,1868,249
94,4,0,1,0,2006,326
94,4,0,1,0,2094,153
94,4,0,0,0,2145,190
94,4,0,2,0,2344,281
94,4,0,1,0,2426,438
94,4,0,0,0,2440,258
95,4,0,2,0,572,725
95,4,0,0,32,1461,465
95,4,0,2,0,1790,473
95,4,0,2,0,1861,251
95,4,0,1,0,2004,328
95,4,0,0,0,2092,150
95,4,0,0,0,2140,196
95,4,0,2,0,2337,281
95,4,0,1,0,2431,441
95,4,0,0,0,2439,258
96,4,0,2,0,566,725
96,4,0,0,32,1461,465
96,4,0,2,0,1794,475
96,4,0,2,0,1852,253
96,4,0,1,0,2002,329
96,4,0,0,0,2090,150
96,4,0,0,0,2134,203
96,4,0,2,0,2333,284
96,4,0,1,0,2436,454
96,4,0,0,0,2438,258
97,4,0,2,0,554,729
97,4,0,0,32,1460,465
97,4,0,2,0,1792,478
97,4,0,2,0,1846,252
97,4,0,1,0,1996,330
97,4,0,0,0,2086,145
97,4,0,0,0,2104,186
97,4,0,0,0,2128,204
97,4,0,2,0,2330,283
97,4,0,1,0,2437,479
98,4,0,2,0,540,732
98,4,0,0,32,1460,464
98,4,0,2,0,1791,479
98,4,0,2,0,1838,243
98,4,0,1,0,1994,334
98,4,0,0,0,2085,145
98,4,0,0,0,2122,200
98,4,0,2,0,2328,284
98,4,0,1,0,2439,489
99,4,0,2,0,536,741
99,4,0,0,32,1460,465
99,4,0,2,0,1791,478
99,4,0,2,0,1828,232
99,4,0,1,0,1994,337
99,4,0,0,0,2084,143
99,4,0,0,0,2106,189
99,4,0,0,0,2117,203
99,4,0,2,0,2326,284
99,4,0,1,0,2446,499
100,4,0,0,0,528,747
100,4,0,0,32,1460,465
100,4,0,2,0,1788,478
100,4,0,1,0,1814,242
100,4,0,1,0,1997,348
100,4,0,0,0,2104,201
100,4,0,2,0,2323,286
100,4,0,1,0,2447,498
101,4,0,2,0,521,758
101,4,0,0,32,1460,462
101,4,0,2,0,1786,478
101,4,0,2,0,1806,255
101,4,0,1,0,1999,354
101,4,0,1,0,2094,202
101,4,0,2,0,2317,284
101,4,0,0,0,2426,264
101,4,0,1,0,2447,496
102,4,0,2,0,518,778
102,4,0,0,32,1460,462
102,4,0,2,0,1782,480
102,4,0,2,0,1799,250
102,4,0,1,0,2003,358
102,4,0,0,32,1968,346
102,4,0,0,0,2090,208
102,4,0,2,0,2312,290
102,4,0,0,0,2424,260
102,4,0,1,0,2446,498
103,4,0,2,0,515,797
103,4,0,0,32,1460,462
103,4,0,2,0,1781,484
