frame,camnum,id,team,cls,x,y
1008,4,0,0,32,2225,249
1008,4,0,2,0,2302,534
1008,4,0,1,0,2360,691
1008,4,0,0,0,2392,268
1008,4,0,1,0,2452,593
1008,4,0,2,0,2459,415
1009,4,0,2,0,358,919
1009,4,0,0,32,1462,463
1009,4,0,2,0,1540,348
1009,4,0,2,0,1808,677
1009,4,0,1,0,1851,357
1009,4,0,1,0,2012,239
1009,4,0,0,32,2208,501
1009,4,0,0,32,2225,249
1009,4,0,2,0,2292,529
1009,4,0,1,0,2358,687
1009,4,0,0,0,2391,268
1009,4,0,1,0,2452,592
1009,4,0,2,0,2460,421
1010,4,0,2,0,360,921
1010,4,0,0,32,1462,463
1010,4,0,2,0,1540,348
1010,4,0,2,0,1808,679
1010,4,0,1,0,1864,370
1010,4,0,1,0,2016,250
1010,4,0,0,32,2199,498
1010,4,0,2,0,2278,531
1010,4,0,0,0,2360,686
1010,4,0,0,0,2391,268
1010,4,0,1,0,2450,593
1010,4,0,2,0,2462,406
1011,4,0,2,0,360,921
1011,4,0,0,32,1462,463
1011,4,0,2,0,1538,346
1011,4,0,2,0,1808,673
1011,4,0,1,0,1862,370
1011,4,0,1,0,2021,235
1011,4,0,0,32,2186,489
1011,4,0,2,0,2272,524
1011,4,0,1,0,2358,679
1011,4,0,0,0,2391,268
1011,4,0,1,0,2450,593
1011,4,0,2,0,2462,399
1012,4,0,2,0,362,920
1012,4,0,0,32,1462,463
1012,4,0,2,0,1536,342
1012,4,0,2,0,1808,671
1012,4,0,1,0,1870,375
1012,4,0,1,0,2022,239
1012,4,0,0,32,2180,484
1012,4,0,2,0,2252,519
1012,4,0,1,0,2354,671
1012,4,0,0,0,2390,268
1012,4,0,1,0,2446,593
1012,4,0,2,0,2462,394
1013,4,0,2,0,360,919
1013,4,0,0,32,1462,462
1013,4,0,2,0,1534,343
1013,4,0,2,0,1807,672
1013,4,0,1,0,1892,370
1013,4,0,1,0,2025,240
1013,4,0,0,32,2169,482
1013,4,0,2,0,2234,503
1013,4,0,1,0,2350,664
1013,4,0,0,0,2390,269
1013,4,0,1,0,2443,595
1013,4,0,2,0,2462,398
1014,4,0,2,0,360,921
1014,4,0,0,32,1462,462
1014,4,0,2,0,1529,345
1014,4,0,2,0,1808,667
1014,4,0,1,0,1900,384
1014,4,0,1,0,2032,243
1014,4,0,2,0,2220,503
1014,4,0,1,0,2348,660
1014,4,0,0,0,2390,269
1014,4,0,1,0,2442,595
1014,4,0,2,0,2462,402
1015,4,0,2,0,360,925
1015,4,0,0,32,1462,462
1015,4,0,2,0,1526,347
1015,4,0,2,0,1810,663
1015,4,0,1,0,1916,384
1015,4,0,1,0,2035,245
1015,4,0,2,0,2206,503
1015,4,0,1,0,2344,654
1015,4,0,0,0,2388,269
1015,4,0,1,0,2443,599
1015,4,0,2,0,2461,397
1016,4,0,2,0,360,925
1016,4,0,0,32,1462,463
1016,4,0,2,0,1520,345
1016,4,0,2,0,1809,653
1016,4,0,1,0,1916,386
1016,4,0,1,0,2038,250
1016,4,0,2,0,2197,500
1016,4,0,1,0,2340,658
1016,4,0,0,0,2388,269
1016,4,0,1,0,2444,598
1016,4,0,2,0,2460,398
1017,4,0,2,0,360,926
1017,4,0,0,32,1462,463
1017,4,0,2,0,1517,347
1017,4,0,2,0,1809,647
1017,4,0,1,0,1937,390
1017,4,0,1,0,2037,252
1017,4,0,2,0,2183,493
1017,4,0,1,0,2336,656
1017,4,0,0,0,2389,269
1017,4,0,1,0,2442,598
1017,4,0,2,0,2460,397
1018,4,0,2,0,364,924
1018,4,0,0,32,1462,462
1018,4,0,2,0,1512,343
1018,4,0,2,0,1810,662
1018,4,0,1,0,1943,381
1018,4,0,1,0,2040,255
1018,4,0,2,0,2180,490
1018,4,0,1,0,2333,658
1018,4,0,0,0,2390,269
1018,4,0,1,0,2438,592
1018,4,0,2,0,2458,393
1019,4,0,2,0,365,924
1019,4,0,0,32,1462,462
1019,4,0,2,0,1506,346
1019,4,0,2,0,1812,653
1019,4,0,1,0,1950,387
1019,4,0,1,0,2042,255
1019,4,0,2,0,2176,489
1019,4,0,1,0,2330,657
1019,4,0,0,0,2386,269
1019,4,0,1,0,2438,589
1019,4,0,2,0,2458,389
1020,4,0,2,0,368,926
1020,4,0,0,32,1462,462
1020,4,0,2,0,1504,345
1020,4,0,2,0,1812,653
1020,4,0,1,0,1970,394
1020,4,0,1,0,2048,257
1020,4,0,2,0,2170,486
1020,4,0,1,0,2330,653
1020,4,0,0,0,2386,268
1020,4,0,1,0,2435,589
1020,4,0,2,0,2456,390
1021,4,0,2,0,368,911
1021,4,0,2,0,1501,346
1021,4,0,0,32,1462,463
1021,4,0,2,0,1812,646
1021,4,0,1,0,1975,389
1021,4,0,1,0,2058,255
1021,4,0,2,0,2166,478
1021,4,0,1,0,2326,637
1021,4,0,0,0,2384,270
1021,4,0,1,0,2434,585
1021,4,0,2,0,2455,386
1022,4,0,2,0,370,907
1022,4,0,2,0,1499,346
1022,4,0,0,32,1461,463
1022,4,0,2,0,1812,649
1022,4,0,1,0,1992,390
1022,4,0,1,0,2071,242
1022,4,0,2,0,2164,482
1022,4,0,1,0,2322,628
1022,4,0,0,0,2384,270
1022,4,0,1,0,2436,580
1022,4,0,2,0,2454,377
1023,4,0,2,0,371,897
1023,4,0,2,0,1496,346
1023,4,0,0,32,1462,463
1023,4,0,2,0,1813,647
1023,4,0,1,0,1992,386
1023,4,0,1,0,2079,247
1023,4,0,2,0,2152,431
1023,4,0,1,0,2321,618
1023,4,0,0,0,2382,270
1023,4,0,1,0,2434,574
1023,4,0,2,0,2455,369
1024,4,0,2,0,374,885
1024,4,0,2,0,1495,348
1024,4,0,0,32,1462,463
1024,4,0,2,0,1813,644
1024,4,0,1,0,1993,383
1024,4,0,1,0,2084,252
1024,4,0,2,0,2132,461
1024,4,0,1,0,2317,613
1024,4,0,0,0,2382,271
1024,4,0,1,0,2429,571
1024,4,0,2,0,2454,369
1025,4,0,2,0,377,880
1025,4,0,2,0,1498,349
1025,4,0,0,32,1462,462
1025,4,0,2,0,1812,642
1025,4,0,1,0,1998,385
1025,4,0,1,0,2086,241
1025,4,0,2,0,2118,457
1025,4,0,1,0,2315,610
1025,4,0,0,0,2382,270
1025,4,0,1,0,2430,567
1025,4,0,0,0,2453,362
1026,4,0,2,0,382,875
1026,4,0,2,0,1499,350
1026,4,0,0,32,1462,463
1026,4,0,2,0,1811,642
1026,4,0,1,0,2001,384
1026,4,0,2,0,2106,461
1026,4,0,1,0,2092,249
1026,4,0,1,0,2314,611
1026,4,0,0,0,2381,269
1026,4,0,1,0,2426,559
1026,4,0,0,0,2454,367
1027,4,0,2,0,390,874
1027,4,0,2,0,1486,341
1027,4,0,0,32,1462,463
1027,4,0,2,0,1810,642
1027,4,0,1,0,2009,379
1027,4,0,2,0,2089,460
1027,4,0,1,0,2100,252
1027,4,0,1,0,2312,612
1027,4,0,0,0,2379,267
1027,4,0,1,0,2424,552
1027,4,0,0,0,2452,366
1028,4,0,2,0,392,874
1028,4,0,2,0,1477,333
1028,4,0,0,32,1462,462
1028,4,0,2,0,1808,642
1028,4,0,1,0,2013,384
1028,4,0,2,0,2076,458
1028,4,0,1,0,2107,257
1028,4,0,1,0,2312,612
1028,4,0,0,0,2378,267
1028,4,0,1,0,2420,547
1028,4,0,0,0,2450,358
1029,4,0,2,0,398,876
1029,4,0,2,0,1470,336
1029,4,0,0,32,1462,462
1029,4,0,2,0,1806,643
1029,4,0,1,0,2018,370
1029,4,0,2,0,2064,459
1029,4,0,1,0,2111,270
1029,4,0,1,0,2310,605
1029,4,0,0,0,2377,270
1029,4,0,1,0,2416,554
1029,4,0,0,0,2450,362
1030,4,0,2,0,402,872
1030,4,0,2,0,1453,339
1030,4,0,0,32,1461,463
1030,4,0,2,0,1804,641
1030,4,0,2,0,2056,458
1030,4,0,0,0,2021,379
1030,4,0,1,0,2114,271
1030,4,0,1,0,2306,599
1030,4,0,0,0,2377,270
1030,4,0,1,0,2414,554
1030,4,0,0,0,2448,360
1031,4,0,2,0,406,874
1031,4,0,2,0,1442,332
1031,4,0,0,32,1460,463
1031,4,0,2,0,1803,640
1031,4,0,2,0,2052,452
1031,4,0,1,0,2120,273
1031,4,0,1,0,2306,597
1031,4,0,0,0,2377,270
1031,4,0,1,0,2410,552
1031,4,0,0,0,2444,354
1032,4,0,2,0,406,870
1032,4,0,2,0,1434,330
1032,4,0,0,32,1462,463
1032,4,0,2,0,1800,635
1032,4,0,2,0,2044,444
1032,4,0,1,0,2125,268
1032,4,0,1,0,2302,598
1032,4,0,0,0,2379,269
1032,4,0,1,0,2408,547
1032,4,0,0,0,2442,363
1033,4,0,2,0,408,872
1033,4,0,2,0,1422,320
1033,4,0,0,32,1462,463
1033,4,0,2,0,1795,632
1033,4,0,2,0,2036,440
1033,4,0,1,0,2134,274
1033,4,0,1,0,2301,584
1033,4,0,0,0,2376,268
1033,4,0,1,0,2402,544
1033,4,0,0,0,2443,365
1034,4,0,2,0,411,867
1034,4,0,2,0,1414,316
1034,4,0,0,32,1461,463
1034,4,0,2,0,1793,632
1034,4,0,2,0,2026,441
1034,4,0,1,0,2140,285
1034,4,0,1,0,2298,574
1034,4,0,0,0,2375,267
1034,4,0,1,0,2400,539
1034,4,0,0,0,2446,360
1035,4,0,2,0,414,863
1035,4,0,2,0,1402,319
1035,4,0,0,32,1461,463
1035,4,0,2,0,1788,619
1035,4,0,2,0,2026,432
1035,4,0,1,0,2142,286
1035,4,0,1,0,2295,571
1035,4,0,1,0,2398,542
1035,4,0,0,0,2374,266
1035,4,0,0,0,2444,360
1036,4,0,2,0,418,864
1036,4,0,2,0,1396,321
1036,4,0,0,32,1461,463
1036,4,0,2,0,1782,612
1036,4,0,1,0,2020,431
1036,4,0,1,0,2144,285
1036,4,0,0,0,2288,564
1036,4,0,0,0,2372,266
1036,4,0,1,0,2398,540
1036,4,0,0,0,2445,359
1037,4,0,2,0,421,863
1037,4,0,2,0,1376,319
1037,4,0,0,32,1460,463
1037,4,0,2,0,1776,600
1037,4,0,1,0,2011,425
1037,4,0,0,0,2050,339
1037,4,0,1,0,2146,285
1037,4,0,1,0,2282,567
1037,4,0,0,0,2372,265
1037,4,0,1,0,2398,540
1037,4,0,0,0,2444,355
1038,4,0,2,0,421,854
1038,4,0,2,0,1364,321
1038,4,0,0,32,1460,461
1038,4,0,2,0,1774,600
1038,4,0,2,0,1993,429
1038,4,0,1,0,2052,340
1038,4,0,1,0,2146,285
1038,4,0,0,0,2276,571
1038,4,0,0,0,2369,258
1038,4,0,1,0,2395,538
1038,4,0,0,0,2444,349
1039,4,0,2,0,424,841
1039,4,0,2,0,1347,320
1039,4,0,0,32,1462,463
1039,4,0,2,0,1768,599
1039,4,0,2,0,1974,429
1039,4,0,1,0,2053,349
1039,4,0,1,0,2148,283
1039,4,0,1,0,2271,564
1039,4,0,0,0,2368,258
1039,4,0,1,0,2396,535
1039,4,0,0,0,2443,348
1040,4,0,2,0,424,850
1040,4,0,2,0,1338,314
1040,4,0,0,32,1460,461
1040,4,0,2,0,1765,597
1040,4,0,2,0,1955,429
1040,4,0,1,0,2056,345
1040,4,0,1,0,2151,284
1040,4,0,1,0,2268,561
1040,4,0,0,0,2366,266
1040,4,0,1,0,2394,531
1040,4,0,0,0,2442,346
1041,4,0,2,0,427,847
1041,4,0,2,0,1332,309
1041,4,0,0,32,1460,462
1041,4,0,2,0,1762,595
1041,4,0,2,0,1944,433
1041,4,0,1,0,2058,342
1041,4,0,1,0,2150,282
1041,4,0,1,0,2264,559
1041,4,0,0,0,2364,267
1041,4,0,1,0,2390,523
1041,4,0,0,0,2440,343
1042,4,0,2,0,434,839
1042,4,0,2,0,1326,311
1042,4,0,0,32,1461,462
1042,4,0,2,0,1758,593
1042,4,0,2,0,1935,431
1042,4,0,1,0,2057,335
1042,4,0,1,0,2150,283
1042,4,0,1,0,2264,556
1042,4,0,0,0,2364,268
1042,4,0,1,0,2386,518
1042,4,0,0,0,2440,343
1043,4,0,2,0,438,839
1043,4,0,2,0,1318,310
1043,4,0,0,32,1461,462
1043,4,0,2,0,1756,593
1043,4,0,2,0,1929,426
1043,4,0,1,0,2058,341
1043,4,0,1,0,2152,278
1043,4,0,1,0,2260,552
1043,4,0,0,0,2362,266
1043,4,0,1,0,2386,517
1043,4,0,2,0,2437,344
1044,4,0,2,0,443,833
1044,4,0,2,0,1313,307
1044,4,0,0,32,1461,462
1044,4,0,2,0,1758,595
1044,4,0,2,0,1916,417
1044,4,0,1,0,2056,344
1044,4,0,1,0,2151,279
1044,4,0,1,0,2254,546
1044,4,0,0,0,2362,262
1044,4,0,1,0,2382,519
1044,4,0,2,0,2430,348
1045,4,0,2,0,449,830
1045,4,0,2,0,1308,303
1045,4,0,0,32,1461,462
1045,4,0,2,0,1754,594
1045,4,0,2,0,1910,413
1045,4,0,1,0,2054,348
1045,4,0,1,0,2150,281
1045,4,0,1,0,2246,536
1045,4,0,0,0,2360,262
1045,4,0,1,0,2381,520
1045,4,0,2,0,2428,345
1046,4,0,2,0,453,827
1046,4,0,2,0,1305,302
1046,4,0,0,32,1461,461
1046,4,0,2,0,1750,594
1046,4,0,2,0,1908,405
1046,4,0,1,0,2052,346
1046,4,0,1,0,2150,279
1046,4,0,1,0,2238,526
1046,4,0,0,0,2360,261
1046,4,0,1,0,2380,518
1046,4,0,2,0,2428,343
1047,4,0,2,0,457,826
1047,4,0,2,0,1306,301
1047,4,0,0,32,1461,461
1047,4,0,2,0,1747,584
1047,4,0,2,0,1906,398
1047,4,0,1,0,2050,341
1047,4,0,1,0,2148,276
1047,4,0,0,0,2231,520
1047,4,0,0,0,2360,261
1047,4,0,1,0,2377,517
1047,4,0,2,0,2428,341
1048,4,0,2,0,461,843
1048,4,0,2,0,1300,297
1048,4,0,0,32,1461,463
1048,4,0,2,0,1748,585
1048,4,0,2,0,1901,388
1048,4,0,1,0,2048,335
1048,4,0,1,0,2146,271
1048,4,0,0,0,2224,525
1048,4,0,1,0,2374,517
1048,4,0,0,0,2358,260
1048,4,0,2,0,2428,344
1049,4,0,2,0,464,843
1049,4,0,2,0,1294,290
1049,4,0,0,32,1461,463
1049,4,0,2,0,1774,513
1049,4,0,0,0,1746,585
1049,4,0,2,0,1902,381
1049,4,0,1,0,2041,326
1049,4,0,1,0,2146,268
1049,4,0,0,0,2218,514
1049,4,0,1,0,2371,517
1049,4,0,0,0,2356,257
1049,4,0,2,0,2428,344
1050,4,0,2,0,466,831
1050,4,0,2,0,1290,284
1050,4,0,0,32,1461,463
1050,4,0,2,0,1748,579
1050,4,0,2,0,1892,383
1050,4,0,1,0,2039,320
1050,4,0,1,0,2144,266
1050,4,0,0,0,2212,505
1050,4,0,1,0,2370,516
1050,4,0,0,0,2354,257
1050,4,0,2,0,2429,341
1051,4,0,2,0,470,830
1051,4,0,2,0,1288,282
1051,4,0,0,32,1460,460
1051,4,0,2,0,1784,491
1051,4,0,0,0,1748,576
1051,4,0,2,0,1887,389
1051,4,0,1,0,2035,319
1051,4,0,1,0,2144,267
1051,4,0,0,0,2206,492
1051,4,0,1,0,2368,518
1051,4,0,0,0,2354,258
1051,4,0,2,0,2430,344
1052,4,0,2,0,472,829
1052,4,0,2,0,1286,277
1052,4,0,0,32,1460,460
1052,4,0,2,0,1746,573
1052,4,0,2,0,1885,386
1052,4,0,1,0,2036,320
1052,4,0,1,0,2146,266
1052,4,0,0,0,2198,491
1052,4,0,1,0,2366,512
1052,4,0,0,0,2352,260
1052,4,0,2,0,2432,344
1053,4,0,2,0,472,824
1053,4,0,2,0,1283,271
1053,4,0,0,32,1460,461
1053,4,0,2,0,1744,574
1053,4,0,2,0,1882,386
1053,4,0,1,0,2034,328
1053,4,0,1,0,2147,261
1053,4,0,1,0,2196,485
1053,4,0,0,0,2350,259
1053,4,0,1,0,2368,504
1053,4,0,2,0,2432,344
1054,4,0,2,0,474,818
1054,4,0,2,0,1282,268
1054,4,0,0,32,1460,461
1054,4,0,2,0,1738,563
1054,4,0,2,0,1878,387
1054,4,0,1,0,2033,317
1054,4,0,1,0,2148,255
1054,4,0,1,0,2186,479
1054,4,0,0,0,2346,259
1054,4,0,1,0,2366,500
1054,4,0,2,0,2436,340
1055,4,0,2,0,473,822
1055,4,0,2,0,1278,271
1055,4,0,0,32,1460,461
1055,4,0,2,0,1734,559
1055,4,0,2,0,1882,388
1055,4,0,1,0,2030,320
1055,4,0,1,0,2150,254
1055,4,0,1,0,2178,469
1055,4,0,0,0,2346,259
1055,4,0,1,0,2366,497
1055,4,0,2,0,2437,339
1056,4,0,2,0,476,811
1056,4,0,2,0,1276,273
1056,4,0,0,32,1460,461
1056,4,0,2,0,1734,558
1056,4,0,2,0,1881,394
1056,4,0,1,0,2024,315
1056,4,0,1,0,2150,255
1056,4,0,1,0,2167,467
1056,4,0,0,0,2345,257
1056,4,0,1,0,2366,496
1056,4,0,0,0,2438,338
1057,4,0,2,0,476,810
1057,4,0,2,0,1271,272
1057,4,0,0,32,1460,461
1057,4,0,2,0,1732,558
1057,4,0,2,0,1872,393
1057,4,0,1,0,2022,305
1057,4,0,1,0,2160,463
1057,4,0,1,0,2150,255
1057,4,0,0,0,2344,255
1057,4,0,1,0,2362,494
1057,4,0,0,0,2443,343
1058,4,0,2,0,479,829
1058,4,0,2,0,1267,268
1058,4,0,0,32,1460,461
1058,4,0,2,0,1729,555
1058,4,0,2,0,1864,392
1058,4,0,1,0,2018,303
1058,4,0,1,0,2154,438
1058,4,0,0,0,2150,262
1058,4,0,1,0,2360,491
1058,4,0,0,0,2342,254
1058,4,0,0,0,2444,352
1059,4,0,2,0,486,825
1059,4,0,2,0,1264,267
1059,4,0,0,32,1460,461
1059,4,0,2,0,1732,559
1059,4,0,2,0,1860,396
1059,4,0,1,0,2020,300
1059,4,0,0,0,2148,426
1059,4,0,0,0,2151,267
1059,4,0,1,0,2356,488
1059,4,0,0,0,2342,253
1059,4,0,0,0,2444,355
1060,4,0,2,0,488,785
1060,4,0,2,0,1258,258
1060,4,0,0,32,1460,461
1060,4,0,2,0,1732,557
1060,4,0,2,0,1854,392
1060,4,0,1,0,2019,303
1060,4,0,1,0,2150,421
1060,4,0,0,0,2154,270
1060,4,0,1,0,2348,490
1060,4,0,0,0,2342,253
1060,4,0,2,0,2445,357
1061,4,0,2,0,489,778
1061,4,0,2,0,1256,250
1061,4,0,0,32,1460,461
1061,4,0,2,0,1734,557
1061,4,0,2,0,1849,388
1061,4,0,0,0,2018,308
1061,4,0,1,0,2128,429
1061,4,0,1,0,2156,272
1061,4,0,1,0,2342,488
1061,4,0,0,0,2340,249
1061,4,0,2,0,2444,356
1062,4,0,2,0,496,772
1062,4,0,2,0,1258,242
1062,4,0,0,32,1460,461
1062,4,0,2,0,1738,556
1062,4,0,2,0,1846,389
1062,4,0,0,0,2018,309
1062,4,0,1,0,2120,426
1062,4,0,0,0,2156,272
1062,4,0,0,32,2248,336
1062,4,0,1,0,2339,488
1062,4,0,0,0,2339,251
1062,4,0,2,0,2442,351
1063,4,0,2,0,510,769
1063,4,0,2,0,1258,241
1063,4,0,0,32,1460,461
1063,4,0,2,0,1740,556
1063,4,0,2,0,1842,391
1063,4,0,1,0,2018,308
1063,4,0,1,0,2115,420
1063,4,0,1,0,2158,265
1063,4,0,0,32,2259,341
1063,4,0,1,0,2338,486
1063,4,0,0,0,2340,251
1063,4,0,0,0,2440,349
1064,4,0,2,0,519,762
1064,4,0,2,0,1258,240
1064,4,0,0,32,1460,461
1064,4,0,2,0,1730,555
1064,4,0,2,0,1841,394
1064,4,0,1,0,2019,306
1064,4,0,0,0,2112,422
1064,4,0,1,0,2160,265
1064,4,0,0,32,2274,336
1064,4,0,1,0,2333,483
1064,4,0,0,0,2340,251
1064,4,0,2,0,2439,351
1065,4,0,2,0,522,759
1065,4,0,2,0,1257,239
1065,4,0,0,32,1460,461
1065,4,0,2,0,1730,557
1065,4,0,2,0,1838,402
1065,4,0,0,0,2023,301
1065,4,0,0,0,2112,413
1065,4,0,1,0,2168,269
1065,4,0,0,32,2288,338
1065,4,0,1,0,2332,479
1065,4,0,0,0,2340,253
1065,4,0,2,0,2437,351
1066,4,0,2,0,524,764
1066,4,0,2,0,1260,236
1066,4,0,0,32,1460,461
1066,4,0,2,0,1728,559
1066,4,0,2,0,1826,412
1066,4,0,0,0,2024,292
1066,4,0,0,0,2108,415
1066,4,0,1,0,2170,268
1066,4,0,1,0,2330,478
1066,4,0,0,0,2339,253
1066,4,0,2,0,2435,349
1067,4,0,2,0,522,766
1067,4,0,2,0,1262,235
1067,4,0,0,32,1460,461
1067,4,0,2,0,1726,552
1067,4,0,2,0,1822,410
1067,4,0,0,0,2025,284
1067,4,0,1,0,2105,409
1067,4,0,1,0,2174,264
1067,4,0,1,0,2331,474
1067,4,0,0,0,2339,255
1067,4,0,1,0,2433,350
1068,4,0,2,0,528,768
1068,4,0,2,0,1264,229
1068,4,0,0,32,1460,460
1068,4,0,2,0,1724,549
1068,4,0,2,0,1830,409
1068,4,0,1,0,2026,286
1068,4,0,1,0,2099,412
1068,4,0,1,0,2178,264
1068,4,0,1,0,2330,472
1068,4,0,0,0,2340,256
1068,4,0,1,0,2430,350
1069,4,0,2,0,535,775
1069,4,0,2,0,1271,222
1069,4,0,0,32,1460,460
1069,4,0,2,0,1722,546
1069,4,0,2,0,1823,409
1069,4,0,0,0,2026,282
1069,4,0,1,0,2096,406
1069,4,0,1,0,2186,261
1069,4,0,1,0,2328,470
1069,4,0,0,0,2341,259
1069,4,0,0,0,2430,348
1070,4,0,2,0,538,766
1070,4,0,2,0,1274,217
1070,4,0,0,32,1460,460
1070,4,0,2,0,1720,545
1070,4,0,2,0,1822,408
1070,4,0,1,0,2026,275
1070,4,0,1,0,2090,403
1070,4,0,1,0,2190,266
1070,4,0,1,0,2327,463
1070,4,0,0,0,2341,257
1070,4,0,0,0,2429,350
1071,4,0,2,0,542,752
1071,4,0,2,0,1274,220
1071,4,0,0,32,1460,460
1071,4,0,2,0,1718,543
1071,4,0,2,0,1816,410
1071,4,0,2,0,2030,270
1071,4,0,1,0,2086,401
1071,4,0,0,0,2194,269
1071,4,0,1,0,2326,458
1071,4,0,0,0,2340,259
1071,4,0,0,0,2426,349
1072,4,0,2,0,544,742
1072,4,0,2,0,1282,217
1072,4,0,0,32,1460,460
1072,4,0,2,0,1720,539
1072,4,0,2,0,1812,412
1072,4,0,1,0,2037,271
1072,4,0,0,0,2078,393
1072,4,0,0,0,2196,267
1072,4,0,1,0,2326,455
1072,4,0,0,0,2342,256
1072,4,0,0,0,2427,351
1073,4,0,2,0,550,748
1073,4,0,2,0,1288,220
1073,4,0,0,32,1460,460
1073,4,0,2,0,1717,536
1073,4,0,2,0,1808,414
1073,4,0,1,0,2044,265
1073,4,0,0,0,2076,398
1073,4,0,1,0,2197,268
1073,4,0,1,0,2325,455
1073,4,0,0,0,2342,256
1073,4,0,0,0,2427,348
1074,4,0,2,0,554,735
1074,4,0,2,0,1294,216
1074,4,0,0,32,1460,460
1074,4,0,2,0,1719,532
1074,4,0,2,0,1804,410
1074,4,0,0,0,2064,391
1074,4,0,1,0,2199,269
1074,4,0,1,0,2324,453
1074,4,0,0,0,2341,256
1074,4,0,0,0,2423,350
1075,4,0,2,0,562,722
1075,4,0,2,0,1300,203
1075,4,0,0,32,1460,460
1075,4,0,2,0,1722,532
1075,4,0,2,0,1802,409
1075,4,0,0,0,2065,388
1075,4,0,1,0,2205,269
1075,4,0,1,0,2324,451
1075,4,0,0,0,2342,259
1075,4,0,0,0,2422,350
1076,4,0,2,0,570,721
1076,4,0,2,0,1308,196
1076,4,0,0,32,1460,460
1076,4,0,2,0,1723,530
1076,4,0,2,0,1801,410
1076,4,0,0,0,2067,391
1076,4,0,1,0,2224,266
1076,4,0,1,0,2324,454
1076,4,0,0,0,2344,259
1076,4,0,0,0,2420,348
1077,4,0,2,0,574,721
1077,4,0,2,0,1315,192
1077,4,0,0,32,1460,460
1077,4,0,2,0,1724,531
1077,4,0,2,0,1797,414
1077,4,0,1,0,2066,385
1077,4,0,1,0,2232,262
1077,4,0,1,0,2324,448
1077,4,0,0,0,2346,258
1077,4,0,0,0,2418,347
1078,4,0,2,0,577,722
1078,4,0,2,0,1322,191
1078,4,0,0,32,1460,460
1078,4,0,2,0,1728,532
1078,4,0,2,0,1795,413
1078,4,0,1,0,2068,379
1078,4,0,1,0,2069,226
1078,4,0,0,0,2238,266
1078,4,0,1,0,2324,446
1078,4,0,0,0,2349,262
1078,4,0,0,0,2420,347
1079,4,0,2,0,580,717
1079,4,0,2,0,1328,196
1079,4,0,0,32,1460,460
1079,4,0,2,0,1729,530
1079,4,0,2,0,1789,414
1079,4,0,1,0,2069,380
1079,4,0,1,0,2242,276
1079,4,0,1,0,2322,449
1079,4,0,0,0,2418,347
1080,4,0,2,0,585,713
1080,4,0,2,0,1329,193
1080,4,0,0,32,1460,460
1080,4,0,2,0,1736,530
1080,4,0,0,0,1786,419
1080,4,0,0,0,2070,377
1080,4,0,1,0,2248,283
1080,4,0,1,0,2319,449
1080,4,0,0,0,2420,343
1081,4,0,2,0,588,713
1081,4,0,2,0,1334,193
1081,4,0,0,32,1460,460
1081,4,0,2,0,1744,530
1081,4,0,0,0,1776,485
1081,4,0,0,0,2072,370
1081,4,0,1,0,2264,280
1081,4,0,1,0,2318,443
1081,4,0,2,0,2422,345
1082,4,0,2,0,592,708
1082,4,0,2,0,1338,188
1082,4,0,0,32,1460,460
1082,4,0,2,0,1748,529
1082,4,0,0,0,1780,427
1082,4,0,1,0,2072,363
1082,4,0,0,0,2268,282
1082,4,0,1,0,2318,443
1082,4,0,2,0,2420,339
1083,4,0,2,0,598,702
1083,4,0,2,0,1350,185
1083,4,0,0,32,1460,460
1083,4,0,2,0,1748,527
1083,4,0,0,0,1781,424
1083,4,0,0,0,2072,359
1083,4,0,1,0,2272,271
1083,4,0,1,0,2317,441
1083,4,0,0,0,2382,276
1083,4,0,2,0,2421,336
1084,4,0,2,0,600,697
1084,4,0,2,0,1356,182
1084,4,0,0,32,1460,461
1084,4,0,2,0,1744,525
1084,4,0,0,0,1774,332
1084,4,0,1,0,2072,349
1084,4,0,0,0,2287,265
1084,4,0,1,0,2316,443
1084,4,0,0,0,2382,279
1084,4,0,2,0,2423,334
1085,4,0,2,0,604,692
1085,4,0,2,0,1364,179
1085,4,0,0,32,1460,460
1085,4,0,2,0,1744,528
1085,4,0,1,0,2074,346
1085,4,0,1,0,2316,439
1085,4,0,0,0,2385,286
1085,4,0,2,0,2424,333
1086,4,0,2,0,608,695
1086,4,0,2,0,1376,176
1086,4,0,0,32,1460,460
1086,4,0,2,0,1742,527
1086,4,0,1,0,2074,348
1086,4,0,1,0,2311,436
1086,4,0,2,0,2400,332
1086,4,0,0,0,2424,336
1087,4,0,2,0,612,676
1087,4,0,2,0,1394,170
1087,4,0,0,32,1460,460
1087,4,0,2,0,1740,528
1087,4,0,1,0,2079,352
1087,4,0,1,0,2314,439
1087,4,0,0,0,2390,283
1087,4,0,2,0,2422,329
1088,4,0,2,0,617,679
1088,4,0,2,0,1402,177
1088,4,0,0,32,1460,461
1088,4,0,2,0,1740,528
1088,4,0,1,0,2078,351
1088,4,0,1,0,2317,441
1088,4,0,2,0,2416,324
1089,4,0,2,0,620,674
1089,4,0,2,0,1404,177
1089,4,0,0,32,1460,461
1089,4,0,2,0,1742,523
1089,4,0,1,0,2074,342
1089,4,0,0,0,2114,239
1089,4,0,1,0,2314,439
1089,4,0,2,0,2416,326
1090,4,0,2,0,624,665
1090,4,0,2,0,1416,174
1090,4,0,0,32,1460,461
1090,4,0,2,0,1748,525
1090,4,0,1,0,2078,340
1090,4,0,0,0,2116,246
